"x","pmf_x"
5,0.0037
8,0.0022
19,0.0269
22,0.029
62,4e-04
81,0.0015
105,0
110,0.0613
112,0.0148
122,0.0027
136,0.0037
140,0.0078
181,0.0095
190,0.0048
195,0.0034
212,0.0027
215,1e-04
219,0.032
220,0.0068
226,0
244,0.0098
251,0.009
253,0
261,5e-04
294,0.0023
301,0.0225
307,1e-04
320,0.0163
325,0.009
327,6e-04
332,0.0184
341,0.0194
342,0.009
356,0.0203
374,0.0092
385,1e-04
391,0.0773
394,6e-04
404,0
406,0.0345
411,8e-04
412,0.0011
429,0.0317
432,0.0076
441,0.0138
449,4e-04
452,0.003
459,0.0026
467,0.0052
473,2e-04
485,0.0207
493,0.0041
507,0.0126
527,0.0012
530,4e-04
531,8e-04
543,0.0023
548,0.0022
555,0
566,0.0038
571,0.0053
583,0.0065
590,0.0087
603,0.0157
606,2e-04
607,0.0018
610,0.0141
612,5e-04
631,0.008
642,0.0016
644,4e-04
651,0.0029
668,0.0089
691,0
700,0.0033
702,0.0148
703,0.0186
710,0.0113
724,0.0043
753,0.0054
760,8e-04
775,0.0031
781,0.0018
782,9e-04
794,0.0034
804,0.0112
809,0.0048
815,1e-04
818,0.0195
819,0.0061
833,0.0283
840,0.0015
842,8e-04
852,0.0082
855,8e-04
873,0.0212
881,0.0216
883,0.0013
884,0.027
923,0.0039
924,0.0267
933,0.0039
938,0.0019
943,0.0099
950,0.0108
970,0.002
972,0.0037
975,0.0032
984,0.0235
990,0.0291
