"x","pmf_x"
13,0.004
32,0.0239
41,2e-04
55,0.004
73,0.008
76,0.0016
85,0.0044
108,0.0015
116,1e-04
120,4e-04
125,2e-04
148,0.0124
150,0.0354
162,0.0168
185,1e-04
196,0.0844
201,0.0037
203,0.0036
210,0.0385
244,0.0178
309,0.004
321,0.0151
323,0.0047
329,0.0051
331,0.0107
336,0.0086
358,0
361,0.073
363,0.0062
371,0.0018
380,0.0127
390,0.0042
393,2e-04
394,0.0154
399,0.0091
402,0.001
408,0.0057
409,0.0077
412,0.0017
416,0.0267
418,0
429,0.0087
446,0.0228
470,0.001
474,0.017
476,0
486,0.0211
489,0.0068
500,0.0348
503,0.0067
511,0.0169
513,0.0251
515,0.0128
529,5e-04
537,0.0093
539,0.0027
540,0.0069
545,0.0063
552,3e-04
554,7e-04
577,0.0025
581,0.0056
582,0.0034
606,4e-04
635,0.0018
639,0.0127
657,5e-04
658,0.0338
660,0.0013
681,0.0164
683,0.0216
684,8e-04
686,0.0556
692,0.0054
705,0.0241
758,0.0056
763,0.004
790,0.0076
801,0.0057
802,0.0288
804,0.006
901,0.0016
904,0
909,0.0121
916,0.0038
943,0.0226
961,0.0052
964,0.0054
977,0.0026
978,3e-04
979,3e-04
981,4e-04
982,0
998,0.0271
