"x","theotherone"
2.05316,1.61298
-1.69254,0.66898
-1.74873,-0.63511
0.48621,0.35128
-0.50423,-0.625
2.12384,1.01827
-2.73061,-0.33481
0.25969,-1.88473
0.57002,-0.27573
0.30904,-0.93653
0.37146,0.36552
-0.78726,-0.55695
2.14604,-0.4263
0.1983,-1.56491
0.82902,2.24593
-0.11254,1.88018
-1.44459,-1.0364
0.16577,0.46376
-1.62684,0.10661
-0.52957,-0.31198
0.6856,-0.11624
-0.88152,-0.56101
-1.12792,0.70626
-0.9838,0.11541
-0.14237,-0.87417
-1.0076,-1.61327
-0.49806,-0.49539
-0.29207,1.4343
1.13436,-0.22556
0.29963,-1.18277
1.79356,2.38072
-0.87001,-2.37219
1.22446,1.19652
-0.62585,0.18577
0.87352,2.30795
-0.4078,0.37153
0.04802,-0.65022
-1.39279,1.29143
0.78021,2.10353
1.10085,0.4661
1.08359,-1.35474
-0.06187,-0.22635
-0.20377,-1.76566
-2.39251,0.84424
0.94002,-0.99409
-1.32546,-0.08332
-0.07547,-0.60154
0.05322,-0.69821
-0.79508,-0.36238
5.06035,-4.14398
-0.44642,0.87936
0.44446,-1.04365
0.54847,-0.63735
-0.39439,-2.0402
1.50868,2.12636
-0.79443,-1.01162
-0.02406,-0.36415
-2.04743,0.47908
0.75522,-1.92567
-1.42954,1.05346
-0.45978,-1.58244
-1.34167,-0.08604
0.84441,-1.10702
-2.18884,0.42535
-0.1356,-0.07202
1.99991,0.74034
0.3242,-2.28118
0.61184,0.66477
1.33506,-0.31953
-0.62361,0.82498
0.11796,-1.37303
0.78868,0.08064
1.72937,1.23224
0.57023,-0.89273
1.55818,1.22886
-1.41979,-0.7805
-0.15298,0.0999
-0.07391,1.83547
0.17063,1.12454
-0.99782,-0.66842
1.06125,-0.27896
0.02776,1.43039
0.83487,-0.84309
0.62831,1.43012
0.03977,2.02831
-0.80896,1.84806
-1.06698,-1.68553
-0.16,-0.21044
0.74298,-0.8238
-0.10387,-0.04205
0.10096,0.08616
-0.55149,-0.06925
0.1317,-0.91155
-2.20444,-0.28947
0.11116,-0.12394
-0.15683,-0.87282
1.52835,1.2874
-1.22508,-1.26751
-0.03817,-2.40661
-0.71154,0.31319
0.35912,0.94165
-0.40346,0.98417
0.46973,0.5034
-0.65012,0.57484
-0.36061,-0.23075
1.23385,2.45089
0.94193,0.21232
-0.32202,-0.11963
-0.15821,0.51347
0.02522,1.5788
-1.42251,-1.13727
-0.08959,1.09209
-1.00278,-0.08204
0.35708,0.16402
-1.79131,-0.0051
0.76201,-0.57486
-0.69948,-1.00225
1.43237,-1.61875
0.83806,-0.35493
-1.84222,-0.95174
0.18716,0.69352
1.98111,-1.3749
2.2341,0.13795
1.14649,-1.77985
-0.08176,-0.99234
-2.0942,-0.49166
0.05105,-0.63183
0.53988,1.28789
0.18319,1.27916
0.30132,0.38057
-0.60023,-0.79681
-0.05455,2.19833
-1.94269,-1.6615
-0.83132,0.91905
0.46237,0.27237
1.03469,0.29739
-2.96024,1.14813
-0.11587,-0.30362
0.10916,0.29253
-1.20094,-0.33688
1.18886,2.54017
0.63692,-0.872
0.01497,-0.80734
0.00822,-1.21712
-0.18168,0.03091
-0.55981,-0.79992
0.96007,-0.46082
1.07893,-2.13403
-0.84571,-1.69498
1.1925,0.10119
0.31448,1.77096
-0.22708,-0.74083
0.97912,1.13179
2.2441,0.23908
-0.97467,0.38923
0.78584,-1.49771
-0.73924,1.07037
1.2883,-0.80024
0.36241,-0.62278
-0.66601,-0.33364
0.98805,0.87665
1.26891,-3.64666
0.42283,-1.20169
-0.9027,-1.20234
0.63496,-1.18133
-0.02822,-1.60012
0.19985,-0.75524
1.31079,0.58589
0.28678,-0.06663
-0.21724,0.80161
0.32204,-1.15734
0.15017,-0.35898
-0.82464,0.34865
0.45699,-0.05605
-0.46468,0.11639
-0.26763,0.76128
-0.03882,-0.99844
1.0736,0.40513
-1.4261,-3.3128
0.86835,-2.12807
-0.53499,0.73491
0.27761,-0.50614
-0.68931,-0.14323
0.1822,-1.04193
-2.24923,0.54768
-0.94022,0.21121
0.49468,0.41395
-0.96198,0.58203
1.62784,-0.6734
-2.33317,0.17037
-0.15528,-0.48477
1.38638,0.69835
0.86554,0.41393
0.03394,-0.14197
-0.43671,-0.12462
