"x","pmf_x"
14,6e-04
29,0
32,7e-04
45,0
46,0.0131
56,0.0502
65,0.008
69,0.0027
80,0.0377
102,0
104,0.0289
107,0
109,0
137,0.017
151,6e-04
154,0.0214
156,0.0065
168,0.0225
171,8e-04
199,0.0634
200,0.0036
213,0.0717
214,0.0021
245,0.0091
252,0.0311
261,0
263,8e-04
281,0.0061
293,0.0018
301,6e-04
307,7e-04
317,0.0025
325,0.001
330,0.0175
333,6e-04
352,0.0034
356,0.0165
357,0.0177
359,0
363,0.0037
381,0.0051
387,0
403,0.0132
407,5e-04
409,5e-04
413,0.0029
415,0.0092
422,0.0237
434,0.0221
455,0.0018
461,0.0314
477,0.0076
485,0.0015
492,0
499,0.0045
502,0.0066
510,0.0091
523,0.0067
527,3e-04
540,5e-04
548,0.0071
591,0.0156
596,0.0311
600,0.0038
604,2e-04
620,0.0327
621,0.004
623,0.0044
626,0.0026
627,5e-04
636,0.0067
640,0.0139
657,0.0215
658,7e-04
660,0.0058
681,0.0021
694,0.0152
732,0.0052
736,0.0168
738,0.0013
739,0.0342
740,0.0164
743,3e-04
757,3e-04
774,0.0127
776,0
780,0.0032
782,0.0079
792,0.0029
801,0.0015
831,0.0102
834,0.0179
868,0.0027
880,0
888,0.0434
890,1e-04
891,0.0055
893,0.0036
904,0.0018
917,0.0042
928,0.0048
948,0.0051
979,1e-04
1000,0.0182
