"x","pmf_x"
13,0.0024
26,0.004
34,6e-04
44,0.0046
60,0.0068
81,0.0566
90,2e-04
91,0.0024
92,3e-04
125,0.0057
128,0.0078
131,0.0062
142,0
156,0
172,0.0099
204,0.0034
224,0.0196
225,4e-04
244,0.0042
249,0.0083
256,0.0048
259,4e-04
268,7e-04
309,0.0398
313,0
315,0.0266
320,0.0123
325,0.0023
327,0.0313
330,0.0088
364,0.0074
370,0.0039
371,2e-04
401,0.0075
404,0.0064
409,0.035
423,0.0033
432,9e-04
436,0.0121
442,0.0281
456,0.0031
460,0.0069
471,0.0021
472,0.0172
488,0.0097
492,0.0016
498,0.0089
511,0.0185
514,0.0078
540,0.0053
545,0.002
558,0.0015
560,0.0086
562,0.004
572,0.0039
579,0.0104
603,0.0035
609,0.0194
626,2e-04
640,0.0084
646,0.0075
649,0.0219
650,0
670,0.0384
692,0.0024
718,0.006
723,0.0234
733,0.0192
743,0.0181
747,6e-04
748,0.0022
753,0.0068
758,9e-04
796,0.0025
799,0.0045
803,0.0048
811,0
828,0.0049
831,0.0124
832,0.0144
845,0.0206
847,0.0905
849,0
867,0.0069
882,3e-04
884,0.0101
914,0.009
931,0.0111
962,0.0717
969,0.0073
979,0.0353
984,0.0214
995,2e-04
997,0.0065
