"amaflix","netazon"
81.17,83.88
76.34,97.01
83.23,79.22
83.4,78.66
78.21,92.16
87.48,68.12
75.99,97.82
81.6,83.59
76.42,96.9
87.73,67.13
81.12,84.87
86.48,70.9
85.06,74.49
84.66,75.01
82.99,79.6
85.01,74.58
77.56,93.85
82.16,81.95
80.29,87.24
89.07,63.71
88.19,65.75
82.47,81.12
82.23,81.53
79.32,89.35
84.27,76.21
83.78,78.13
76.99,95.28
81.12,84.47
89.83,61.89
81.67,83.32
77.28,94.57
84.93,74.31
78.02,92.64
76.45,96.87
80.75,85.54
83.4,78.79
79.64,88.39
68.6,117.13
76.77,95.99
82.53,81.11
81.64,82.96
75.35,99.57
78.83,90.5
66.34,122.85
87.25,68.43
83.59,78.03
81.13,84.68
82.24,81.58
77.69,93.32
79.79,88.07
88.43,65.3
83.58,78.4
69.08,115.77
85.08,74.32
80.47,86.27
81.36,83.95
79.42,89.38
84.95,74.45
80.02,87.67
81.92,82.5
79.85,87.69
88.43,65.55
83.47,78.63
82.07,82.02
87.39,68.11
81.81,82.81
75.91,98.32
82.29,81.52
75.09,99.96
84.19,76.31
84.76,74.95
87.65,67.48
76.61,96.3
79.06,90.08
79.85,87.79
84.14,76.48
73.03,105.73
82.93,79.93
81.5,83.83
77.4,93.9
77.13,94.97
78.97,90.44
77.23,94.84
80.03,87.22
80.76,85.66
76.38,96.73
81.95,82.33
84.05,77.2
85.54,73.01
78.26,92.17
83.76,77.65
84.39,75.73
78.62,90.89
84.26,76.18
76.23,97.18
74.2,102.49
75.88,98.16
83.55,78.2
81.15,84.9
80.37,86.24
80.36,86.46
80.81,85.46
78.27,92.33
82.58,80.79
74.49,102.08
85.11,73.85
79.39,89.37
86.17,71.3
77,95.23
88.37,65.48
84.81,75
77.22,95.09
78.09,92.97
76.79,95.62
72.14,108.02
84.56,75.92
85.68,72.66
80.14,87.08
81.62,83.22
77.61,93.82
80.78,85.75
76.62,96.42
87.5,68.05
77.27,94.53
81.29,84.23
84.47,75.73
81.39,83.82
82.24,81.9
76.11,97.68
87.69,67.54
76.35,96.92
77.52,94.13
86.03,72.07
84.28,76.18
76.36,96.96
79.2,89.57
79.95,87.5
79.55,88.43
74.07,102.89
89.81,62.1
76.99,95.63
72.25,107.24
73.07,105.36
83.56,78.17
79.76,87.76
75.35,99.43
82.06,81.96
73.24,104.91
80.38,86.03
79.1,89.88
87.17,68.71
76.78,96.17
78.85,90.63
89.51,62.44
75.43,99.39
87.16,68.73
82.62,80.86
90.84,59.3
79.84,87.79
78.52,91.41
87.31,68.5
85.17,74.01
83.8,78.02
69.14,115.61
79.9,87.65
80.76,85.18
78.97,90.15
78.68,91.11
75.38,99.08
79.46,88.83
73.69,103.65
79.61,88.79
86.58,70.64
81.77,82.94
76.88,95.89
80.71,85.45
87.92,67.09
80.66,85.65
82.61,80.76
89.56,62.56
81.84,82.64
87,69.39
78.62,90.79
79.03,89.95
75.7,98.69
88.64,64.94
75.8,98.44
84.96,74.52
80.65,86.12
78.53,91.46
84.78,75.68
88.49,65.25
75.25,100.01
81.23,84.73
77.87,93.1
80.87,84.99
86.51,70.36
74.96,100.59
81.11,84.88
80.11,87.36
75.79,98
78.34,91.66
79.75,88.12
81.83,82.42
83.43,78.7
76.68,95.61
84.17,76.66
74.46,101.82
80.79,85.34
84.67,75.28
74.86,100.92
79.24,89.55
81.12,84.53
81.45,83.32
75.19,99.69
72.03,107.9
77.83,93.28
80.79,85.38
86.89,69.62
85.4,73.11
80.61,85.79
84.61,75.61
74.52,101.69
79.87,87.79
82.69,80.48
78.85,90.72
82.84,79.97
85.23,74.02
75.06,100.53
74.88,100.56
82.47,81.09
77.27,94.58
85.53,73.32
68.48,117.64
87.93,66.87
80.59,85.99
86.48,70.47
84.29,76.3
81.78,82.64
76.29,96.92
80.44,86.08
78.12,92.54
74.02,103.26
80.8,85.31
80.08,87.03
77.19,94.78
78.83,90.99
73.26,105.45
77.09,94.7
84.66,75.29
86.18,71.73
76.56,96.41
78.18,92.55
84.04,76.9
78.84,90.64
79.18,89.67
78.35,92.44
81.8,83
87.25,68.37
76.19,97.27
83.05,79.63
86.87,69.23
78.36,91.38
77.86,92.81
