"x","pmf_x"
2,0.0197
5,0
14,0.0014
26,7e-04
34,0.0026
35,0.0017
40,4e-04
62,0.0042
68,0.0049
70,0.0091
82,0.0174
88,0.0097
91,7e-04
100,0.0076
114,0.0139
118,0.0112
120,1e-04
126,0.029
136,0.0011
142,0.0025
152,0.004
162,0.0042
177,0.0081
179,0.0146
185,0.1262
194,0.0015
199,0.0295
205,0.001
223,0.0029
232,0.0047
248,0.0157
254,0.0297
289,0.0019
297,0.009
302,5e-04
315,0.0013
323,0.011
409,0.0216
422,0.0026
431,0.0153
451,0.0059
460,0.0099
462,0.0066
474,0.0187
494,0.0114
501,0.0466
507,1e-04
523,0.0023
528,0.0256
547,7e-04
548,0
566,0
571,0.0027
589,0.0023
591,3e-04
597,0.0015
598,0.0039
600,0.0301
611,0.0154
617,0.0186
623,0.0185
654,0.0191
663,0.0287
667,2e-04
669,2e-04
680,0.0194
689,2e-04
696,0.001
707,0.0118
708,0.0286
718,0.0077
727,0.0024
743,0.0124
749,0.0012
756,0.0243
767,1e-04
785,0.0014
792,0.0036
793,0.0011
831,0.0037
837,0.0011
840,0.0287
845,0.0026
848,0.0011
873,5e-04
878,7e-04
890,0.0033
929,0.0114
933,0.0161
935,0.004
938,0.0045
945,0.0034
949,0.0345
955,0.0021
956,0.0195
964,0.0257
965,4e-04
990,0.009
