"x","pmf_x"
4,0.0464
12,0.0024
19,0.0188
35,7e-04
38,4e-04
43,0
45,1e-04
52,0
57,5e-04
59,0.0317
62,0.0461
66,0.0185
68,0.001
105,0.0136
114,2e-04
116,5e-04
117,0.0083
134,0.0123
138,0.0073
139,0.0027
151,3e-04
158,0.0038
160,0.0111
186,3e-04
192,0.0173
197,1e-04
228,4e-04
235,0.0036
242,0.0011
243,0.0017
247,0.0102
266,7e-04
277,1e-04
311,0.0042
328,0.0086
334,0.0011
348,0.0145
371,0.0211
373,5e-04
400,0.0044
402,0.0023
406,0.0017
411,0.008
427,0.005
441,0.0044
448,4e-04
452,0.0264
463,0.0017
466,0.0061
468,0.0019
482,0.0575
484,0.0073
503,0.0024
512,0.0058
528,0.0274
533,0.0045
534,6e-04
545,0.001
549,0.0017
569,0.0227
589,0.002
591,0.0361
594,0.0081
603,0.014
604,5e-04
635,0.0074
651,0.0124
659,0.0076
662,0.0085
667,0.0017
676,0.0047
680,0.0025
686,7e-04
689,0.0112
691,0.0095
698,1e-04
701,1e-04
722,0.0034
733,0.0053
737,0.0031
751,0
753,0.0013
765,0.0189
784,0.0453
785,0.03
790,0.0057
799,0.002
802,0.0386
804,7e-04
812,0.0284
813,0.0022
818,0.0654
822,0.0041
837,0.0118
842,0.0039
845,2e-04
847,0.0022
862,0.0029
868,6e-04
878,0.0072
889,0.002
904,5e-04
907,4e-04
930,0.0037
939,1e-04
947,0.0095
948,0.0552
972,0
980,0.01
983,0
985,0.0029
