"x","pmf_x"
6,0.0017
20,0.0015
26,8e-04
33,0.0031
40,0.0084
48,0.0162
52,0.007
60,0.0223
66,0.0184
69,5e-04
116,0.0084
122,0.001
144,0.0027
146,0.0012
153,0.0282
156,0
161,8e-04
164,0.0045
185,0
187,3e-04
225,0.0105
233,0.0037
243,0.0092
251,5e-04
253,0.0039
263,1e-04
295,0.0101
306,0.0043
316,0.001
317,4e-04
318,0.0029
329,5e-04
338,0.0152
348,0.005
362,7e-04
370,0.0031
375,0.0265
381,4e-04
413,0
415,0.0075
416,0.0211
418,0.0135
435,4e-04
438,0.0544
456,1e-04
466,0.0119
475,0.0191
482,0.0098
487,0.0028
504,0.0061
511,0.0151
514,0.0061
521,0.0061
522,4e-04
525,0.0959
528,0.003
530,0
539,0.0013
543,0.0133
557,0.0054
558,0.0075
564,0.001
584,0.0047
592,7e-04
597,0.003
611,0.027
616,0.0018
624,0.0023
628,0.001
671,0.0213
692,0.0017
699,0.0257
703,0.0042
715,0.0347
738,0.0082
749,0.0357
757,9e-04
760,0.0028
766,0.0068
783,0.0029
785,1e-04
786,0.0167
812,0.0015
815,0.0185
823,0.0193
827,0.0069
829,0.0153
835,0.0025
842,0.0401
847,0.0267
855,0.0568
860,0.0013
876,0.0104
884,5e-04
921,0.0149
924,0
933,0.0021
934,0.0054
940,5e-04
955,0.0229
980,0.0117
984,0.013
993,2e-04
997,5e-04
