"x","theotherone"
-1.99497,-0.94073
0.23181,0.36113
-0.65136,1.01885
0.07489,-0.66761
0.85771,0.12058
-0.6732,-0.03475
-1.06583,0.00787
0.73379,-0.69928
-0.03301,-1.53532
-0.02138,-1.03005
-2.16092,-0.52064
-2.31933,0.90933
1.50053,-0.5663
-0.15996,0.07376
-0.74277,-1.4411
1.10557,0.17893
1.53917,0.42746
1.23029,1.38759
1.00978,-0.84654
-1.7706,2.31299
1.35956,-1.03089
-0.15538,-0.5512
0.71759,0.07609
-1.05879,-0.451
1.76756,0.07125
0.04474,0.67715
0.28307,0.25359
-0.36303,-0.00156
1.4701,1.09792
2.34664,-1.79291
-0.33134,0.73718
-0.34952,-0.04927
0.76324,1.11257
-0.15575,-0.32457
1.29755,-0.38194
-0.84673,1.0672
-1.23607,1.1516
0.50745,0.26787
-0.12431,0.23914
-0.06383,-1.53975
-0.14261,-0.05313
-0.80567,0.89325
-1.11934,1.0205
-0.70476,0.64162
0.47601,0.72653
-0.50648,0.42886
-0.16623,-0.15956
0.54633,-0.33556
-0.57725,-2.24858
-0.31694,-0.87969
-1.53692,-1.32106
0.06707,0.50459
1.24336,2.37188
-0.68016,-0.8286
0.23531,-1.24815
0.1523,0.95166
0.68758,1.13257
2.95242,-0.85461
0.3522,0.44282
-1.3456,0.47386
-0.67442,0.24642
-0.288,-0.11097
0.25585,-1.90779
-1.33198,-1.19961
-1.12292,2.72023
-1.33345,-1.92461
-0.36021,2.52942
-0.67709,-0.66594
-1.03164,0.82891
2.08888,0.66974
0.49075,-0.41828
0.61181,0.10689
-1.13465,-0.31165
-0.2475,-0.24419
-0.66873,1.55908
-0.278,-0.06971
-0.82593,1.19049
-0.6864,0.00981
0.56886,-1.47746
-0.30685,0.20933
-0.02561,1.43719
0.11522,0.17615
-1.46654,-0.99426
-1.67229,-0.1153
-1.59276,-0.29084
1.63588,0.36628
0.6058,-0.30159
-0.76717,-1.13198
-0.35935,-2.48662
0.04697,0.51847
-0.4762,-0.05533
0.69797,-1.25577
-0.96113,-0.19569
2.47757,-1.04627
-0.68296,0.72963
1.3165,0.6002
-1.14138,1.58055
-1.49859,0.99728
-1.35882,1.22543
0.36023,-0.73632
-0.4944,1.19467
-0.70591,0.47342
1.86676,-1.5409
0.32397,0.575
-0.38263,1.95994
0.83732,0.70326
0.56246,-1.03791
0.08723,1.51727
-2.25398,1.39598
-0.1487,0.14482
-0.55282,-1.32261
0.90115,1.92557
0.3451,0.65764
0.64296,0.27813
-0.73403,1.16957
0.56851,-1.20523
0.82685,-0.37567
0.7586,1.23222
0.3166,-1.16568
-1.58178,0.75591
0.50059,-1.26049
-0.72768,-0.29575
-1.03503,0.32133
-0.51929,-1.09951
-0.29694,-1.22332
-0.76659,1.03232
0.14907,-0.43016
0.81541,1.18325
0.86982,0.50535
-0.60106,-0.2249
1.26529,-0.11874
0.84147,0.49689
0.24777,0.79454
0.8331,0.57761
-1.44955,0.48489
-0.57549,-0.17092
-0.7974,-0.06098
0.08381,1.01307
0.75299,1.03244
1.42858,0.00538
-0.08274,0.91234
-0.80907,-0.6976
0.52845,-0.47493
0.38188,-0.34394
-3.98877,-4.96879
-0.42124,-0.8982
0.8738,-0.49583
-0.34396,1.00166
-0.98358,0.58926
-1.01701,-0.97661
-0.69395,1.16273
-2.19456,-0.02852
0.76751,-0.32898
0.80908,1.3342
-0.02257,-0.55931
-1.9775,-1.84133
-0.80106,-0.92243
-0.85794,-0.17932
-0.01839,0.79684
0.04087,-2.2755
1.08768,-0.28565
-0.42914,-1.57057
0.34802,1.41136
0.51754,0.58891
0.25042,-0.2977
-0.18072,1.30896
-0.65065,-1.11309
-0.87892,-0.72629
-0.25554,1.07587
-1.21411,0.26009
-1.26543,-0.05854
0.83981,0.09439
-0.72877,1.37573
-0.54338,1.33928
-2.62871,0.28603
1.38563,0.13692
2.4236,1.40685
0.16969,1.51004
-0.61295,0.11136
0.85643,0.27576
-0.42991,0.16703
-0.94151,-0.24999
1.28557,-0.60691
