"amaflix","netazon"
64.36,70.39
64.13,68.06
62.83,68.2
66.7,66.33
65.94,68.69
65.57,67.9
65.17,68.52
64.32,68.25
65.66,68.9
65.28,70.18
64.82,68.55
62,69.8
62.61,69.22
65.46,67.4
62.5,69.14
64.56,67.43
65.27,70.87
68.13,70.78
64.48,68.66
63.18,69.38
63.2,69.04
65.64,68.31
62.72,68.48
60.15,68.09
62.28,69.14
66.25,69.03
64.83,68.62
65.37,67.37
64.47,68.29
62.53,69.48
66.75,68.67
64.3,68.9
66.02,67.8
65.21,67.69
65.8,68.98
65.35,68.65
65.42,66.76
62.62,69.76
64.43,66.99
66.99,68.29
62.93,66.81
63.65,68.28
62.57,68.26
66.32,67.83
67.42,69.43
60.15,69.6
65.71,69.36
62.97,67.99
65.8,70.21
62.74,68.11
62.72,70.73
64,67.43
65.37,68.83
63.1,67.52
64.9,67.59
63.34,67.66
67,67.26
64.34,68.11
63.23,68.93
65.51,69.93
63.88,69.49
67.5,68.07
60.75,69.64
66,68.53
65.35,67.57
66.27,70.06
67.1,69.48
62.13,68.95
64.39,69.71
65.91,66.34
63.98,70.04
64.1,67.47
64.42,69.73
63.46,67.04
61.92,68.21
65.93,70.18
65.46,68.87
60.27,67.88
66.07,67.35
67.16,67.34
64.57,68.43
66.31,67.68
67.19,68.07
60.61,68.64
61.43,69.11
68.32,67.52
65.85,68.03
65.85,69.41
67.51,68.49
62.52,68.84
65.48,69.26
63.22,68.03
64.8,69.18
65.79,67.19
64.63,67.31
66.93,68.96
62.8,68.92
66.75,70.72
65.51,70.12
66.07,67.75
65.21,66.97
62.43,66.33
61.9,68.37
66.41,70.28
63.95,69.12
65.98,68.93
62.04,69.29
65.05,68.55
65,69.01
62.89,70.28
67.68,67.51
64.32,68.1
63.43,69.57
66.4,67.49
64.76,69.62
60.59,68.26
65.12,68.54
66.27,67.07
64.94,68.81
65.75,69.58
67.22,68.12
63.58,68.64
66.35,68.66
64.29,68.62
63.11,68.61
63.93,68.89
61.75,69.6
64.58,69.5
65.96,69.72
62.84,69.62
61.53,69.35
65.18,67.77
61.52,68.07
64.25,67.75
66.11,67.44
65.03,68.15
65.52,67.12
64.65,67.41
65.29,67.96
65.88,68.69
64.71,67.06
63.34,67.98
67.39,70.24
63.78,65.91
64.34,67.95
65.36,68.03
69.74,69.18
65.4,66.82
63.33,68.66
62.1,69.99
62.95,68.08
64.85,68.98
66.22,70.4
65.63,66.24
63.74,66.92
65.34,69.34
66.51,69.5
68.53,68.62
63.73,69.03
67.26,68.45
63.26,67.69
63.39,67.48
61.2,68.74
64.81,70.51
67.24,70.31
67.65,66.64
63.33,68.54
63.69,68.22
62.48,70.42
65.27,68
62.01,68.17
65.28,69.8
62.63,69.34
64.5,69.43
66.44,67.93
65.2,66.13
66.47,68.58
61.2,69
63.76,68.5
63.85,68.19
66.21,70.07
65.91,68.79
62.47,69.1
61.01,68.56
68.25,69.23
65.81,69.5
62.88,68.11
64.92,69.55
63.22,67.95
63.97,68.98
63.56,68.69
62.02,66.94
64.18,68.03
63.59,69.68
61.48,66.05
62.91,69.02
67.08,69.01
63.38,69.3
63.76,69.26
63.4,68.3
66.73,67.98
65.36,67.89
66.09,68.48
61.29,67.18
64.16,66.72
61.85,67.74
62.23,68.76
66.14,69.58
66.13,70.17
62.73,69.9
67.83,68.33
65.97,68.79
63.94,67.92
64.43,71.76
65.27,69.42
64.49,68.23
65.51,69.01
65.92,70.11
63.35,66.8
67.29,68.94
63.66,70.68
65.91,69.15
66.05,67.65
67.58,68.14
62.87,69.27
61.99,68.83
66.96,67.7
70.08,70.55
66.02,69.05
65.52,67.58
69.15,69.68
66.95,67.35
66.17,70.5
67.23,68.2
66.4,72.14
66.55,70.61
64.26,67.99
64.99,70.44
65.37,68.33
65.8,69.61
62.51,67.93
62.46,69.22
62.79,70.71
66.96,68.32
64.65,68.41
64.12,67.56
67.39,68.57
66.72,68.79
65.65,68.84
65.99,69.77
