"alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
8.45053293120956,8.36133312032728,8.45053293120956,6.90391741907885,8.26298269610215,8.86385487406374,7.5170721285831,1.41834139125422,-8.15403702786618
6.45202952981236,8.6063220162887,6.45202952981236,6.78724888615286,11.0613258677015,8.90822238246026,9.01796339322521,8.37657167576253,0.718549843954048
7.2047846532099,8.7218527944873,7.2047846532099,6.90430879291433,10.3337000187836,10.6675305852633,9.33567376655341,1.18032421683893,-4.91776888715367
8.4467334300798,9.44405540556017,8.4467334300798,7.13701868946148,11.5123783300758,8.32267747236587,7.32767352472124,5.07174152415246,10.418296480127
6.59590383279188,11.9564908831454,6.59590383279188,6.85075026407291,11.1510838152606,10.7989998687438,7.36774863671975,3.88690565247089,9.44838197273037
5.83170684393668,8.35626483927663,5.83170684393668,6.81371975848548,9.01852316526439,9.01604983851396,8.62547334556223,7.78398729162291,1.12882001025889
7.79049755302385,12.7480696497344,7.79049755302385,6.82207513367254,8.59768520552831,10.6995917815413,7.27508081501992,0.943242751527578,-10.6707786389342
8.76757564149751,11.3007963813568,8.76757564149751,6.70802180695081,9.88972685618151,10.8593179859537,8.31996700531977,9.31669806363061,-5.74259193013652
7.82085575769568,8.69142128692607,7.82085575769568,7.03826683454281,10.2991040861863,11.3506062466963,8.56466375354619,4.24701177980751,10.2615276417766
7.14299682220116,10.9586906288939,7.14299682220116,6.92191896544717,10.5066220530477,9.73141384821945,7.07787725113988,3.08826677734032,5.62507708086214
8.50979972084029,10.5921515616791,8.50979972084029,6.90319053656947,11.0760849515654,9.99974201766289,8.06984671366472,6.8926765746437,1.6669060458629
8.79446117556652,9.5050266002477,8.79446117556652,6.9990502365876,9.6873256739748,10.2962997761369,7.48826322516705,8.12899755081162,0.929697152362841
9.03637875246,10.3637646731632,9.03637875246,6.879301026265,9.32503572632057,7.2343195997992,8.92352232634501,3.5607754974626,6.6057301832167
8.09298786049686,11.4349028767787,8.09298786049686,6.9371662551877,9.05817416171839,10.0948161700524,9.16659253091721,1.0517200618051,-6.64638751358327
8.46258682809333,11.5680795648401,8.46258682809333,6.82242907243292,9.80936027911161,10.5652579107721,7.96477477655772,5.65235502785072,10.0787969320655
8.05638834459615,10.7620893555113,8.05638834459615,6.79143469069055,10.0564894430132,9.66379447729691,7.69461264447005,3.03310199873522,4.69147195919313
7.26909137637679,12.3986532739417,7.26909137637679,6.88069616777,10.6138752587664,10.8949408439839,8.79844837509438,4.29250895278528,7.88307482419731
6.89900033748848,11.6090594448357,6.89900033748848,6.98125082994464,10.1266574862145,8.85064703404589,7.97080181926929,2.8754575108178,5.22353995781628
6.79411022311474,11.5336364618492,6.79411022311474,6.76747475378435,9.77210803224045,9.74717220930306,8.91121198423267,1.8265596148558,0.238889859052499
8.45570763868754,10.2207727119171,8.45570763868754,6.97748300649461,10.365355512098,9.14444717766106,8.08134554033398,9.25835208036005,-11.6007054467814
7.92032726685213,11.0749408096089,7.92032726685213,6.98714896458715,11.7234401256574,10.022418150841,7.96079642126565,9.7886811196804,-16.8790190475442
9.48555697973886,10.6496649312406,9.48555697973886,6.94697466621021,9.62728280048638,10.5211576399938,7.60985144811942,1.96529701119289,3.73468172299635
8.0465270803033,9.15014620599408,8.0465270803033,6.72859069270851,10.9797193851387,10.016000146859,6.86134781222689,6.86078506521881,13.3691712917091
10.7406132598886,9.01388872986516,10.7406132598886,6.87861873664356,11.8140725378512,9.05702339732349,6.96350445009128,0.171367609873414,-16.3946983987017
8.62592158785794,9.77966106487117,8.62592158785794,6.9243208370061,10.1400202918121,9.38644327051599,7.65418243048561,4.88403466530144,6.25393057453782
8.59491907311524,9.56077551140221,8.59491907311524,7.11659121185641,9.99107759692988,9.95742242938398,9.35399917823656,5.87401443393901,10.3435349197904
7.48003563959483,10.502965984366,7.48003563959483,6.94358335681561,10.9945343438325,9.00028993637384,6.73004302386969,1.31074900040403,-3.920833490334
7.33470532020408,10.1314124523718,7.33470532020408,6.88354902589328,8.61430419173916,9.2187890139609,7.75948784380378,2.31642084429041,-2.20546520865483
8.67746130414355,9.70035066812103,8.67746130414355,7.01750456729363,10.6131060270529,10.8878428841086,7.70774382428683,7.45732990792021,4.41714100760203
8.48496425393021,11.1510291632539,8.48496425393021,7.07646208765903,11.6268064845455,10.7453372062822,9.61714373059236,6.98734391480684,6.97864944225055
5.8332794142643,9.67433196604441,5.8332794142643,7.11561904624472,9.54513099156981,10.3100849381538,8.5504093683877,7.16462530661374,6.39230985585431
7.73193766657663,10.5708473263388,7.73193766657663,6.73485154441471,10.58179591325,10.7138260791997,7.58166687564428,1.91124075325206,0.711372396952534
9.30864630090733,11.8131733797509,9.30864630090733,6.9401430033599,11.1962484896118,10.5221821803623,6.67143974470258,6.91078760428354,9.53550736062729
7.03203285241215,11.5749562531766,7.03203285241215,6.92094208196496,10.5309041180162,10.2169761131588,8.26357548407683,1.04224466253072,-3.57449946312949
8.01813816251912,12.0416926864016,8.01813816251912,6.96165727942248,10.7868325698586,10.9180510277074,9.34236637230059,0.378353241831064,-16.6102007308846
9.35006817039375,9.78496834681254,9.35006817039375,6.8612200152009,10.8659738894943,9.11640077376204,8.47076776572882,0.848153734114021,-9.97390034448171
