"x","pmf_x"
24,0.0059
42,0.0167
46,0.0016
56,0.0022
86,0.0093
117,0.0242
124,0.0753
131,0.0014
143,0.0583
146,0.0023
156,0.0105
157,0.0024
158,0.0056
167,0
184,0.0046
197,0.0022
201,0.0115
202,0.0122
211,0.0166
213,0.0019
232,0.0215
244,0.0015
269,0.0011
276,1e-04
284,0.0021
296,0.0073
304,0.0072
307,0.0045
326,0.0066
338,2e-04
341,0.0062
353,0.001
356,1e-04
363,0.0156
366,0
397,0.0148
418,8e-04
430,0.0429
442,0
457,0.0237
467,0.0024
506,0.0034
509,0.0193
529,0.0019
550,0.0206
557,0.0285
559,0.0277
589,0.011
594,0.0084
599,1e-04
612,0.0068
613,0.0248
656,8e-04
661,0.0341
663,0.0015
677,0.0021
695,0.0053
699,0.0044
706,0.0142
715,0.0069
751,0.0012
752,0.0022
767,0.0021
785,0.083
799,0.0266
802,0.0093
805,0.0092
814,0.0037
817,0.0315
820,0.0032
825,7e-04
840,0.0083
843,0
848,0.0074
853,0.0104
870,0.0036
891,0.0226
926,7e-04
934,0.0152
952,9e-04
956,0.0092
980,0.0203
984,0.0781
997,0.0045
