"alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
4.11567843770518,6.72185134564684,4.11567843770518,5.38499535769764,9.36798266027573,9.99214402022459,10.7808348158337,2.21059361239895,18.8800987542927
6.73184027291866,9.50491085954369,6.73184027291866,5.6756044809164,7.14042261488812,9.20689608661729,6.29703989148067,0.776184573769569,28.056708034011
6.75233608762839,7.11223325509559,6.75233608762839,5.32417698793602,8.30292618654112,9.2668402853282,9.14110492622088,7.88936986587942,19.7899710462169
3.68405857426461,5.88104059711733,3.68405857426461,5.48333465384686,7.11318310053582,10.3788687924546,9.86706226992069,9.35105059295893,31.4114204564025
3.88613169096674,7.98536429376481,3.88613169096674,5.7601373741579,8.71005356116699,9.72641286993607,9.76358724653253,7.67864503199235,17.5936465370163
5.43419586226986,6.94327453853522,5.43419586226986,5.63963672852636,8.06301816687451,7.48371554183558,9.69918389268895,9.45726384874433,25.3507925232595
6.12815121698523,8.41573846716165,6.12815121698523,5.67194950337537,7.94218425952368,9.35987486726694,11.2561197724989,6.26883109798655,18.501641340692
4.76680850054281,7.85564478449359,4.76680850054281,5.63554462164667,8.20771812447393,9.94547394554215,9.00392726949212,8.09189743362367,20.5396449467303
4.09309267527803,7.59026152085424,4.09309267527803,5.52075545439119,9.79429263462834,7.05317955247499,8.06396846337192,6.28513496136293,7.96165562903666
5.21363264734341,6.76624814369096,5.21363264734341,5.74866725912044,7.99160507018153,7.90353933119745,8.83504935392401,7.87044781958684,22.1702456748419
4.18346138995376,9.23341897991195,4.18346138995376,5.4879251809326,9.47252040946769,9.5823787398046,13.4251698908013,8.67550863651559,26.2045855247198
3.57373133571836,8.40328052076305,3.57373133571836,5.58232552183671,9.86305189905981,7.27481262376572,5.99515776214872,2.84907717257738,16.6799614164987
4.44433273472655,6.32744299583949,4.44433273472655,5.39169624477791,8.93349977251937,8.85066337407117,9.07435472095612,4.44035792257637,11.4992603152016
4.50349368491443,7.08646930982832,4.50349368491443,5.38058761175903,7.97113045563372,9.14679654196807,12.5332792055341,2.59462190093473,11.9083732432739
4.28466932098906,7.25833567254567,4.28466932098906,5.28753241664327,9.79981889762303,8.77360923838214,10.8381622209875,4.79739908361807,8.7001565563072
5.7332399244196,7.64121157144014,5.7332399244196,5.1862084293433,7.62592262521636,7.96740393100795,6.8001761477495,3.1854317872785,14.6556998478918
6.58611036306727,7.62843189361178,6.58611036306727,5.58568146748508,8.28351915502682,10.0202280218205,7.50550158437758,4.53741649631411,11.7548757932353
4.52939447349441,8.81840266975573,4.52939447349441,5.25086036575702,7.69262518284831,8.42049450292753,8.59799784044881,0.896133377682418,21.4593071368314
4.95207785560224,7.57845889934657,4.95207785560224,5.73334894635443,8.31843486239302,9.06386188309096,12.9554347330612,9.8975839279592,33.4416707061638
4.57095086248998,7.00905401419078,4.57095086248998,5.69786588459837,8.24632092104068,7.61466732001934,7.90736788127655,9.3769819336012,34.3696371247364
5.07127647685708,7.78689771233304,5.07127647685708,5.64157091307973,6.57013166291006,9.55171833284204,9.72545422623747,7.7426179475151,20.0522632492742
5.78226101448181,7.46068926477402,5.78226101448181,5.29317645637107,7.94216258031558,7.34134243248395,10.9415998875977,5.91793951112777,14.8861269156014
4.40503813097693,6.88158901771449,4.40503813097693,5.3751150995052,8.25648654862878,11.2861741998509,9.04592627774237,5.20288588479161,10.9616072222137
4.51679209474496,9.18279512570172,4.51679209474496,5.4448105145291,7.76955161874308,11.1674458106811,9.7080148466722,8.81681489991024,28.1898742337998
5.99448485139816,5.75574079187786,5.99448485139816,5.80768754555464,7.94095180614353,9.12961784173805,7.20985684157209,7.67530054086819,19.165482309539
4.5901394748237,7.26647576207129,4.5901394748237,5.56943879874318,8.26583716830729,8.4743309552591,14.4233866019866,6.15056137554348,14.9182802064484
