"amaflix","netazon"
67.59,73.78
71.45,70.89
69.67,72.17
69.56,72.36
69.66,72.28
70.41,71.68
70.48,71.62
66.26,74.79
67.78,73.64
67.54,73.8
68.71,73.06
70.31,71.74
69.31,72.47
70.56,71.53
67.89,73.43
68.33,73.23
67.47,73.91
70.39,71.61
68.04,73.56
67.72,73.64
69.38,72.37
70.59,71.48
68.25,73.29
67.6,73.79
69.15,72.62
70.66,71.42
69.33,72.43
70.15,71.76
68.11,73.47
71.04,71.12
69.35,72.46
67.99,73.6
69.32,72.48
70.17,71.83
69.59,72.24
68.6,72.95
70.51,71.56
69.32,72.55
68.95,72.67
69.5,72.39
68.75,72.85
67.7,73.65
70.07,71.95
68.92,72.78
70.36,71.65
68.75,72.86
69.23,72.52
68.41,73.24
66.72,74.55
68.28,73.33
70.33,71.75
69.86,72.15
67.6,73.85
69.72,72.1
67.96,73.46
68.42,73.12
67.51,73.87
68.43,73.13
69.54,72.19
70.36,71.77
67.92,73.69
70.18,71.83
68.4,73.17
68.07,73.39
68.25,73.22
69.26,72.51
70.15,71.75
69.34,72.47
69.24,72.54
69.24,72.6
69.42,72.38
68.56,73.08
69.31,72.5
69.91,72.07
71.66,70.66
70.57,71.41
71.08,71.1
69.97,71.99
66.59,74.47
67.4,73.88
71.08,71.05
69.89,72.09
68.56,73.06
67.34,74.02
69.12,72.55
69.83,72.15
67.42,73.87
68.86,72.86
69.09,72.6
68.15,73.34
69.08,72.64
66.99,74.32
69.22,72.42
69,72.71
68.68,72.92
67.1,74.25
67.83,73.54
69.4,72.38
67.42,73.79
69.91,72.08
70,71.88
68.6,73.08
69.58,72.33
68.43,73.05
68.83,72.9
66.86,74.42
67.79,73.66
67.11,74.26
66.59,74.54
69,72.73
69.03,72.67
67.04,74.18
69.77,72.1
67.89,73.59
67.82,73.58
66.4,74.8
69.95,71.88
68.64,72.97
69.49,72.32
66.89,74.36
69.24,72.57
69.76,72.09
67.42,74.02
68.72,72.93
68.63,73.04
68.23,73.33
68.49,73.19
67.83,73.62
68.82,72.88
68.69,72.92
68.56,73.12
68.41,73.14
68.71,72.9
68.33,73.19
68.52,73.04
68.25,73.29
69.09,72.74
68.81,72.89
67.43,73.84
70.28,71.73
68.83,72.85
68.52,73.19
68.36,73.19
69.69,72.18
67.96,73.47
70.48,71.56
69.78,72.08
67.73,73.69
69.18,72.52
67.07,74.23
68.6,72.99
69.8,72.16
68.98,72.73
69.9,71.99
67.05,74.17
67.93,73.44
65.12,75.72
68.54,73.1
68.91,72.72
69.35,72.47
67.48,73.91
67.68,73.69
67.85,73.64
70.3,71.65
68.11,73.39
69.01,72.66
68.97,72.73
68.25,73.32
66.99,74.31
68,73.47
69.01,72.75
68.5,72.94
68.6,72.98
69.11,72.54
69.61,72.35
67.12,74.16
68.55,73.11
69.24,72.51
69.8,72.14
70.07,71.87
69.8,72.07
70.6,71.49
68.48,73.04
69.47,72.48
66.29,74.85
69.55,72.26
69.13,72.68
71.62,70.67
66.36,74.65
67.04,74.26
68.39,73.16
71.18,71.05
66.93,74.28
68,73.42
68.11,73.51
69.97,72
69.35,72.44
68.83,72.88
67.85,73.56
68.26,73.23
70.07,71.91
67.4,73.85
67.86,73.59
69.31,72.4
67.93,73.56
68.98,72.74
68.7,72.93
66.27,74.83
68.12,73.42
68.29,73.25
67.84,73.69
69.53,72.3
68.35,73.21
69.07,72.65
69.12,72.69
66.92,74.22
68.97,72.8
67.35,73.94
69.89,71.93
69.63,72.25
67.67,73.79
67.11,74.11
67.75,73.66
68.21,73.37
67.41,73.97
69.61,72.16
68.43,73.1
67.36,73.95
69.26,72.49
67.35,74.08
70.5,71.63
68.44,73.08
70.1,71.9
70.29,71.78
70.2,71.85
68.81,72.86
70,72.01
69.79,72.2
67.88,73.62
67.89,73.49
69.87,72.01
69.12,72.68
67.26,74.07
68.82,72.9
68.03,73.42
69.45,72.36
67.03,74.14
66.94,74.3
67.85,73.54
69.57,72.39
67.55,73.84
66.59,74.5
68.6,72.95
72.47,70.04
