"amaflix","netazon"
69.95,62.93
86.7,78.25
54.76,76.88
60.23,82.43
76.24,73.19
57.67,59.72
51.69,60.83
86.86,75.03
34.95,67.46
54.62,61.82
72.39,75.94
66.36,68.89
54.71,85.55
42.82,70.97
76.29,70.67
65.98,58.28
57.65,67.98
93.28,70.56
50.72,70.25
51.08,60.94
44.07,70.01
52.9,74.53
78,76.46
84.89,67.55
64.97,65.84
72.5,86
75.38,78.85
71.82,72.01
71.22,70.36
65.66,73.12
76.06,86.18
73.69,68.83
73.32,67.44
89.46,74.32
46.44,73.46
49.16,63.24
63.14,64.62
90.55,78.9
77.62,66.91
54.51,57.08
59.19,78.56
58.32,85.05
74.56,79.5
65.13,77.38
41.01,83.18
49.93,75.57
54.56,75.15
73.99,81.74
71.02,63.45
53.97,75.51
88.52,75.4
68.84,71.39
69.23,75.09
65.8,71.93
107.27,80.77
73.01,83.55
65.2,70.15
50.65,84.81
52.88,75.03
98.72,69.86
63.6,71.97
45.37,73.81
58.16,77.2
61.48,76.22
63.87,75.38
76.91,75.43
46.5,64.21
60.91,76.08
81.76,60.86
81.66,67.97
87.34,65.84
101.63,79.54
109.41,81.11
87.94,77.9
97.34,70.82
66.68,71.59
60.4,67.45
81.3,67.92
31.15,69.12
94.69,77.75
83.58,75.9
66.37,73.63
85.08,65.98
76.73,58.16
88.93,63.87
61,80.24
69.77,75
65.33,77.07
100.8,69.88
37.56,75.88
62.19,78.06
75.7,81.14
60.09,71.41
83.2,76.96
79.68,72.03
71.34,66.43
47.76,69.21
72.53,84.59
70.89,73.96
73.24,73.24
61.31,66.78
35.45,74.3
76.15,72.02
68.89,70.84
84.73,75.2
89.61,70.48
90.51,78.32
89.38,70.48
83.41,73.21
53.45,74.32
59.59,79.32
65.48,72.38
64.95,69.23
68.07,78.29
78.11,70.56
86.14,61.73
86.33,80.58
100.36,65.5
50.1,62.29
58.63,76.96
51.49,86.04
52.33,68.99
58.02,75.5
41.02,72.25
78.15,69.51
110.15,79.05
87,84.49
51.4,82.11
80.41,78.83
79.8,75.27
93.78,73.41
64.41,64.02
100.43,76.82
48.78,77.24
77.33,71.67
67.68,76.57
64.27,81.14
56.4,77.07
94.31,85.88
80.24,70.66
66.28,68.22
41.68,76.35
48.02,76.52
64.81,87.87
54.74,74.64
79.24,84.6
78.43,71.45
92.2,70.32
73.98,63.06
87.48,81.77
78.84,68.48
71.75,73.45
70.89,70.72
50.41,69.26
74.98,71.5
65.57,74.17
96.46,86.84
63.04,79.9
98.54,82.42
59.15,80.93
72.99,69.94
77,67.74
71.43,81.11
58.16,54.67
72.07,72.42
65.05,73.48
66.28,70.07
79.11,83.48
61.22,72.21
68.08,70.24
91.67,72.84
64.61,74.5
79.92,81.94
67.67,62.63
57.12,78.38
76.82,64.87
83.77,69.5
78.29,68.59
48.34,67.63
76.87,73.54
61.77,73.12
70.1,70.87
90.44,71.8
51.14,68.68
75.45,68.23
71.28,77.03
34.99,64.48
87.32,73.25
43.46,82.05
68.09,66.39
74.63,72.59
78.45,76.62
62.04,73.18
60.2,69.46
64.23,78.1
63.24,71.38
87.89,81.75
36.93,73.96
39.77,71.13
80.17,72.95
79.51,71.2
52.28,77.17
83.7,66.74
51.91,79
104.6,74.37
55.57,76.26
61.23,75.58
59.24,91.38
61.32,64.59
64.75,67.01
46.71,73.22
59.48,65.87
67.67,77.39
66.61,72.91
57.84,64.1
71.16,70.02
88.98,80.05
81.51,81.79
52.23,69.94
75.32,72.18
62.98,75.14
72.45,76.04
89.71,73.6
76.33,59.44
73.28,76.72
66.88,75.09
87.49,79.25
39.31,70.19
84.04,79.9
54.87,64.9
95.96,78.92
80.18,87.45
66.66,62.23
64.58,66.74
40.1,79.42
59.48,81.07
66.22,72.97
47.02,65.66
51.18,72.36
57.19,90.56
68.52,78.83
76.4,75.86
76.87,68
75.54,80.01
65.21,73.43
81.11,71.71
67.15,60.68
81.38,78.62
105.35,73.01
65.53,71.57
64.59,76.53
