"x","pmf_x"
14,0.0046
16,0.0032
22,0.0042
35,0
41,0.0015
55,0.0011
61,0.0066
64,0.001
70,0.0061
73,0.0159
83,0.0014
97,0.0038
101,7e-04
109,0.0137
110,1e-04
170,0.0028
173,0.0011
178,0.0049
182,0.0158
190,0.0027
195,4e-04
198,1e-04
203,0.0012
235,0.0018
238,0.0254
244,1e-04
245,0.0051
248,0.0058
249,0.0143
254,7e-04
261,0.0023
281,4e-04
298,0.0016
318,0.0025
321,0.003
328,0.001
352,1e-04
364,0.0157
371,0.0011
377,0.0397
394,0.0353
395,0
433,0.0358
443,0.0045
469,0.0089
480,7e-04
482,0.002
508,0.0017
521,0.0056
529,4e-04
537,0.0028
548,0.0145
550,0.0394
554,0.0059
588,0.0127
589,0.0027
607,0.0359
610,0.001
625,0.014
626,0.0024
629,6e-04
639,1e-04
653,0.0047
655,0.0334
658,0.0029
660,0.0042
665,0.0538
672,0.0094
685,0.0016
694,0.0416
706,1e-04
722,0.0135
742,0.0029
744,5e-04
747,0.0118
753,1e-04
779,0.0023
809,0.0158
810,0.0019
814,0.0013
816,0.0019
825,0.0054
828,0.0118
843,0.0317
855,0.0059
863,0.0485
867,0.0063
869,0.0031
870,0.0097
879,0.0512
898,0.0268
899,0.0197
900,0.008
914,0.019
922,9e-04
934,0.001
938,0.005
942,0.0596
946,0.0016
951,0
968,0.0407
