"amaflix","netazon"
55.77,53.55
56.08,53.72
56.16,53.8
55.47,53.23
56.22,53.86
55.73,53.51
56.52,54.21
55.41,53.19
55.85,53.44
56.58,54.17
55.69,53.36
56.29,53.92
56.68,54.22
56.11,53.77
55.5,53.21
56.22,53.85
55.54,53.2
56.19,53.87
55.29,53.01
56.03,53.79
56.11,53.74
56.59,54.28
55.25,53
56.34,53.95
57.31,54.75
57.53,55.07
55.83,53.61
55.58,53.33
56.02,53.65
54.96,52.7
57.57,55.11
55.58,53.36
55.65,53.32
55.86,53.62
55.76,53.46
56.45,54.18
56.03,53.8
56.71,54.26
55.95,53.7
56.21,53.88
56.6,54.25
56.41,54.1
55.36,53.04
55.48,53.19
55.84,53.62
56.13,53.77
55.54,53.24
56.47,53.99
56.15,53.89
56.39,53.98
56.23,53.94
55.84,53.62
56.58,54.26
56.65,54.19
55.29,53.08
55.99,53.61
56.49,54.17
55.88,53.43
56.18,53.9
55.67,53.43
56.55,54.16
55.94,53.64
55.85,53.59
56.61,54.18
56.9,54.47
56.75,54.27
56.72,54.29
55.77,53.64
55.78,53.43
56.93,54.5
55.7,53.28
57.14,54.68
56.06,53.71
55.13,52.9
55.57,53.32
55.73,53.43
55.57,53.17
56.65,54.25
55.63,53.33
55.98,53.65
56.17,53.79
55.94,53.55
55.89,53.51
56.22,53.88
56.28,53.95
54.82,52.55
54.99,52.81
56.2,53.89
55.67,53.29
55.09,52.9
56.75,54.36
56.4,54.14
56.07,53.68
56.67,54.21
55.41,53.17
54.94,52.66
55.11,52.82
55.67,53.31
56.01,53.77
55.26,52.94
56.74,54.36
55.39,53.07
56.29,53.9
56.86,54.5
55.16,52.87
55.68,53.4
55.38,53.1
56.67,54.28
54.92,52.73
55.99,53.62
57.01,54.62
56.29,53.86
55.89,53.47
54.86,52.66
55.58,53.45
55.91,53.49
56.05,53.7
55.46,53.16
55.51,53.3
56.57,54.2
55.26,52.97
56.3,54
56.69,54.25
55.25,53.05
54.29,52.13
54.4,52.18
55.45,53.14
56.3,53.89
56.29,53.98
55.75,53.4
55.84,53.61
55.82,53.51
56.12,53.85
55.77,53.49
55.82,53.56
56.31,53.87
56.46,54.15
55.96,53.76
57.49,54.99
55.44,53.19
56.89,54.47
56.55,54.12
57.17,54.69
55.61,53.34
55.25,53.08
56.21,53.83
55.7,53.43
55.78,53.41
57.01,54.58
56.67,54.28
56.03,53.63
56.05,53.75
54.99,52.71
55.08,52.82
56.93,54.47
55.83,53.64
55.92,53.54
55.9,53.59
56.47,54.16
54.87,52.71
55.76,53.37
55.35,53.14
55.66,53.5
56.37,54.07
55.57,53.32
56.06,53.75
55.26,52.9
56.51,54.15
54.79,52.58
56.91,54.4
55.94,53.58
57.19,54.83
55.83,53.6
56.54,54.07
56.36,54.03
55.58,53.26
56.17,53.77
57.16,54.79
55.75,53.4
55.44,53.18
56.33,53.97
57.3,54.97
56.8,54.34
56.4,54.01
55.41,53.11
54.98,52.8
55.94,53.62
56.31,53.86
56.65,54.32
55.97,53.67
55.49,53.39
54.83,52.64
55.77,53.5
56.48,54.15
55.62,53.43
56.47,54.04
55.79,53.55
56.75,54.32
55.1,52.85
56.32,53.88
55.53,53.21
56.85,54.43
55.71,53.47
56.1,53.71
55.67,53.49
53.75,51.8
56.59,54.2
55.18,52.9
56.14,53.84
56.12,53.79
57,54.69
56.32,53.97
56.39,54.07
57.09,54.7
55.25,52.95
56.53,54.19
56.39,54.06
56.16,53.84
55.27,52.97
55.72,53.39
56.06,53.63
56.94,54.39
56.6,54.05
56.8,54.35
56.18,53.85
56.96,54.44
56.14,53.88
56.28,53.9
55.46,53.03
55.99,53.74
55.53,53.33
56.87,54.48
56.42,54.01
56.2,53.8
56.25,53.92
55.61,53.29
55.33,53.15
56.64,54.23
57.27,54.69
55.99,53.64
55.47,53.15
55.73,53.42
56.17,53.71
55.73,53.35
57.18,54.73
56.63,54.16
55.46,53.12
56.75,54.27
56.66,54.26
56.41,54.12
55.36,53.12
55.53,53.22
55.86,53.64
56.63,54.21
55.57,53.33
56.01,53.66
56.14,53.83
56.54,54.19
56.72,54.48
55.14,52.94
56.93,54.51
56.18,53.81
55.12,52.79
56.43,54.05
55.88,53.51
55.83,53.54
55.59,53.29
56.3,53.93
56.28,53.92
56.69,54.28
57.55,55.16
56.98,54.54
55.6,53.24
56.6,54.22
56.15,53.78
55.26,52.93
55.92,53.6
