"x","pmf_x"
14,0.0169
33,0.0098
53,0.0021
54,0.0083
57,0.0011
67,9e-04
78,1e-04
91,2e-04
105,0.0072
131,0.026
146,0.0025
149,1e-04
159,0.0367
160,0.0186
187,0.0019
192,0.0225
195,0.0106
218,1e-04
219,0
235,1e-04
236,0.0011
262,0
280,0.0014
281,0.0011
301,3e-04
308,0.0042
337,0.0226
348,3e-04
353,0.0327
354,0.0041
355,0.0015
356,0.0836
375,1e-04
376,0.0015
382,0.0081
389,5e-04
393,0.0216
398,0.0056
402,0.0036
434,0.0079
439,0.0365
442,0.0129
459,0.0079
463,0
473,0
488,1e-04
491,0.0455
502,1e-04
505,0.0388
509,0
515,0.0074
519,0.0105
529,0.0127
563,0.0049
566,0.0072
586,0.0249
595,0.0051
603,0.0027
608,0.0529
618,1e-04
632,0.0064
635,0.0025
639,0.027
647,0.0132
658,7e-04
686,2e-04
691,0.0137
712,0.0319
724,0
730,0.005
731,0
735,0.0262
737,0.0177
738,5e-04
747,0.0017
748,0.0052
759,0.0019
773,0.0049
776,0.0222
778,0.0015
809,0.0079
819,9e-04
821,0
864,0.0038
873,0.0099
877,0.011
884,0.0022
903,9e-04
905,0.0255
906,0
912,0.0118
921,0.0282
922,0.0164
941,0.0186
947,0.0037
952,0.0045
957,0.0346
