"amaflix","netazon"
94.79,66.61
66.57,49.14
88.91,65.08
85.36,60.74
51.24,38.79
48.98,38.11
78.76,58.13
91.35,66.07
100.26,73.36
50.13,38.98
61.6,46.36
39.81,31.23
52.36,36.32
24.99,21.8
36.2,28.66
69.12,52.13
90.94,64.97
46.89,37.14
84.99,63.26
56.61,41.51
42.88,34.58
66.32,47.51
59.11,43.8
64.84,50.48
66.67,47.54
98.86,69.91
80.24,58.58
65.95,47.34
54.33,39.85
54.03,36.04
77.75,56.09
55.24,42.31
80.11,57.29
67.32,47.64
89.98,62.8
40.11,29.67
23.29,17.07
62.74,45.86
52.41,40.64
75.91,52.16
36.6,27.67
60.02,48.17
61.69,44.06
66.76,49.79
71.19,51.56
92.48,65.7
72.13,52.27
79.58,55.21
67.12,49.72
64.03,46.33
86,59.94
89.31,63.95
64.05,47.26
74.1,56.45
79.17,58.53
63.35,46.36
72.69,53.57
78.04,54.15
47.29,35.59
81.45,56.9
44.85,33.02
62.78,47.35
55.55,39.67
81.39,58.52
49.78,35.8
57.83,44.21
85.94,62.27
74.4,53.59
47.66,35.23
50.16,37.73
65.94,51.18
89.22,61.91
56.56,40.66
56.25,40.97
66.5,47.28
69.75,49.39
59.36,43.91
50.88,40
78.25,55.94
67.77,48.17
40.93,32.73
68.26,51.56
49.97,37.85
80.48,56.94
99.68,69.37
93.63,67.72
69.55,52.19
51.78,39.25
37.78,34.52
51.01,36.66
68.52,49.1
47.37,36.84
64.02,48.66
55.67,40.97
65.82,48.98
50.14,36.91
63.95,46.79
63.5,45.17
64.92,44.5
63.03,45.29
78.09,53.96
77.31,56.67
64.21,46.82
52.69,40.87
70.09,50.95
41.75,31.62
68.69,52.27
50.82,37.91
58.18,43.87
63.57,47.38
68.67,50.92
48.85,38.42
72.26,52.58
58.16,42.71
63.88,45.4
86.12,62.49
91.5,65.22
61.3,45.54
37.91,28.86
58.05,43.93
69.07,49.65
80.18,57.87
65.34,49.59
67.62,48.77
69.63,50.66
75.56,53.14
67.03,46.86
60.87,46.66
63.89,46.87
86.92,59.19
67.65,47.12
54.28,41.1
32.67,26.46
37.6,28.54
78.31,59.76
72.16,51.56
67.12,50.95
34.07,22.41
38.4,27.43
47.9,37.68
62.72,45.68
93.63,66.95
29.05,23.29
83.18,61.25
74.31,53.65
70.74,52.78
65.46,49.72
106.19,75.99
56.16,42.51
89.77,63.43
80.8,59.76
55.45,42.97
44.65,32.75
62.17,40.53
55.01,41.63
83.54,61.38
41.92,32.29
54.05,38.08
47.5,34.81
73.9,55.07
46.59,33.6
63.33,45.94
52.97,39.65
59.12,41.68
48.78,36.31
61.67,44.69
31.5,23.17
59.44,43.41
90.72,67.78
70.94,51.98
55.2,38.83
66.79,49.57
69.51,50.9
72.31,52.9
85.28,58.15
47.45,38.46
83.5,63.54
46.56,37.36
73.35,56.29
87.05,61.15
68.67,50.54
74.65,55.46
62.23,46.44
54.83,38.86
79.72,58.27
93.43,67.27
85.62,61.92
49.67,35.43
58.73,43.33
67.23,48.04
26.18,23.59
78.72,57.18
86.77,62.06
55.45,41.15
53.06,39.43
54.03,37.85
58.65,43.9
90.28,65.6
50.88,39.91
52.8,37.7
70.26,49.73
59.71,46.25
105.58,73.68
84.92,63.3
85.53,61.4
59.63,45.78
83.35,60.89
66.5,48.55
87.09,60.28
34.92,29.36
74.08,56.97
46.31,34.68
71.2,49.12
66.16,47.83
52.01,37.95
30.56,24.39
59.81,41.9
64.34,48.09
76.17,54.02
66.47,47.18
43.18,31.58
75.59,54.7
48.96,37.46
93.81,68.61
88.6,61.05
48.01,36.44
80.38,57.94
86.1,61.07
70.01,49.37
22.47,20.32
49.62,37.64
62.87,48.86
62.11,46.75
78.82,56.54
63.88,45.59
