"x","pmf_x"
12,7e-04
14,0.0328
24,0.0045
26,0.0157
28,0.0188
34,0
38,0
53,0.0271
66,0.0313
69,0.0253
76,7e-04
83,0.0212
95,3e-04
98,0.0038
116,0.0012
117,0.0025
140,0.0179
151,1e-04
163,0.0014
177,3e-04
182,0.032
185,0.0054
196,0.0077
197,0.0075
201,0.0305
210,0.019
223,1e-04
235,1e-04
269,0.0162
270,0.0915
274,0.0013
306,0.0011
334,0
349,0.032
358,0.0042
367,0.0458
413,0.0164
415,0.0013
426,0.0131
436,0.0031
449,0.0055
453,0.0018
454,0.0254
470,4e-04
477,0.0028
491,3e-04
503,3e-04
506,0.0106
528,0.004
535,2e-04
538,0.0673
566,0.0024
567,0.002
577,1e-04
583,0.0239
585,0.0244
594,1e-04
596,0.0036
604,0.081
623,0.044
639,0.0028
644,0.0088
647,6e-04
649,0.0052
651,7e-04
676,0.01
678,0.0386
687,0.0057
692,0.0052
711,2e-04
714,0.0012
744,0
754,0
768,8e-04
774,2e-04
777,9e-04
784,0.0027
790,0.0087
820,0.0032
821,0.0174
839,0.004
845,0.0092
854,3e-04
889,0.0084
890,4e-04
891,0.0114
927,3e-04
943,0.0191
950,0
