"x","pmf_x"
8,0.03
39,0.001
51,0.0015
60,1e-04
63,2e-04
68,1e-04
73,0.0101
78,0.0068
83,0
91,0.0017
93,0.0031
105,0.0018
119,0.0067
120,0.0044
129,0.0017
135,0.0022
137,0.0177
154,0.0018
162,0.0102
163,6e-04
166,0.0037
173,0.0085
174,0.0146
179,3e-04
182,0.001
188,0.0016
193,0.0163
198,0.013
209,4e-04
240,0.0026
242,0.0748
262,0.0063
268,0.0024
297,0.0088
298,0.055
308,0.002
385,0.0136
387,0.0109
394,0.0063
405,0.002
423,0.006
436,3e-04
438,3e-04
448,0.0028
450,0.0514
451,0.0436
455,0
465,0.0231
474,0.0012
510,0.0073
520,0.0088
535,0.0109
536,0.0037
549,0.007
565,0.0073
584,3e-04
589,0.0575
591,0.0086
615,0.0187
623,0.0301
632,0.0162
633,8e-04
655,2e-04
662,0.002
667,3e-04
669,0.0094
681,0.008
692,1e-04
696,0.0247
703,5e-04
704,0.0029
724,0.0056
736,2e-04
738,6e-04
742,0.0026
754,0.0049
761,0.0673
771,0.0215
772,0
786,0.0173
808,0.0103
818,0.011
829,0.0117
836,0.0184
847,0.0025
848,0.0021
856,0.0168
872,0.0019
887,7e-04
930,0.0147
957,0.0029
985,7e-04
992,0.0011
997,0.0854
