"x","theotherone"
1.55264,0.41338
-0.55037,2.00886
-1.35454,-1.61267
0.72196,-1.13432
-0.62613,-0.01681
-0.65004,1.74456
-0.08647,0.46126
-0.22691,-0.17024
0.37296,-0.61617
-0.43245,0.24619
1.81343,-0.69577
0.73327,0.17622
-0.363,-1.24615
0.36735,1.48855
-0.10188,0.34032
-0.4841,-0.60097
-1.50838,0.07828
-1.20986,-0.98917
-0.84696,-0.14068
-1.30303,0.58259
-0.94578,-0.03949
-0.07437,-0.30196
2.05801,0.91858
1.24337,0.6907
-0.43661,0.11517
0.22329,1.14957
0.26612,-0.46108
1.4955,1.09055
0.76014,1.86457
-0.12075,-0.53413
1.13445,0.39448
-0.33884,-1.13875
1.23517,-1.67864
-1.70252,-0.46578
-0.09407,-0.59658
-0.15441,1.01965
-1.52634,0.75533
-0.19968,-2.46652
1.01292,0.34103
0.41751,0.8836
0.65299,-0.71821
-0.65975,0.72808
0.2718,-0.20882
-2.19911,-0.25802
0.83137,-0.88748
0.13697,-1.51944
0.27704,-0.12394
-0.23088,-0.36082
-0.70932,0.08842
-2.34551,0.15245
0.66907,-0.41159
0.65996,0.19763
0.09024,-0.03687
0.43426,-1.02628
0.44443,-0.9678
1.35883,0.39956
1.21406,-0.13719
-1.90651,0.85016
0.04777,1.07374
0.11753,0.16955
-1.89087,-1.55914
-0.27801,0.3148
1.78534,0.81435
0.59126,-0.67862
0.03687,1.59504
1.64223,-0.30949
0.13944,0.05698
0.88287,-0.34242
-0.50095,0.58057
1.60718,0.45202
0.11817,-1.25661
-0.8692,-1.19664
1.20295,-0.86904
-0.23273,-0.10986
-1.07376,-0.30079
-0.74692,0.7019
-1.12111,-0.56701
1.25811,-0.41203
1.49283,0.14005
-0.4349,-0.32389
-0.8649,-0.25113
0.62957,0.76383
-0.29017,-0.18591
-1.40554,-0.59347
-0.21423,-0.53528
0.16278,-1.47806
-1.25948,-1.38825
-0.55379,-0.72402
-0.74482,-0.80153
-1.10924,0.80276
0.03891,0.27306
-0.70899,-0.01483
-1.03187,-0.14213
-0.3941,-1.69243
-0.88131,-0.20784
-0.96909,-2.19867
-0.35352,-0.43434
-0.66608,-0.57904
0.37316,0.20979
-0.51258,0.49423
-2.04407,-1.7175
1.74353,-0.61482
1.4937,-0.34627
-0.68877,-1.32387
-2.07346,-0.60893
-0.70089,0.85881
-0.24901,-0.63675
-0.54335,0.17965
-0.30305,-0.36545
0.17558,0.53652
-0.79319,-0.12443
-1.38687,-0.04139
0.89142,-1.42787
-1.1558,0.0901
0.64707,-0.17457
-0.54487,0.90083
-1.15971,-0.00584
0.75879,0.45704
1.87477,0.52473
-1.05717,1.14799
-0.16918,2.25913
-1.5336,2.90194
-0.36934,0.26565
1.41582,-0.42952
-1.30765,2.81259
0.78788,0.234
-1.35713,1.05641
0.33579,0.05911
1.11058,-1.0107
-0.71704,-0.53707
-1.43099,-1.45797
-0.68252,-1.92805
-0.57288,0.28965
0.2526,1.53156
0.93585,0.49334
1.1282,0.80872
-1.56118,0.99223
-0.19011,-0.89937
1.22242,-0.44231
1.68866,-2.09273
0.88403,0.86965
0.13477,0.32634
1.08184,-0.23916
0.9903,-0.56325
-5.21594,4.83806
0.0163,-0.76269
0.10875,0.26298
-0.92243,-0.56689
0.43637,1.22266
0.399,-0.19679
-0.36542,-0.02778
1.16716,0.88277
0.07329,-2.14078
1.41653,0.12221
0.59698,-0.14054
-0.34861,-0.42828
-1.37071,0.04307
0.40874,-1.4061
-0.72942,0.72309
0.4936,1.54654
-0.86976,-0.73755
0.56492,-0.76043
-0.19567,-1.90415
0.57613,0.3068
-1.3899,1.44345
-0.28603,-1.21415
-0.08167,-1.83169
1.85085,0.56431
0.61503,-3.02123
0.4086,0.01847
0.29426,-0.82141
-1.07116,0.68639
-1.65056,0.56889
-0.06419,-0.75623
1.40947,-1.57315
0.52376,0.07707
2.12291,1.08214
-1.31911,-1.22501
0.62559,-0.73325
0.24081,1.04002
0.54512,2.1718
-1.60406,0.95271
-1.14668,0.15906
0.99253,-0.55685
-1.93521,1.16931
-0.48206,-0.38209
-1.5198,1.26878
-1.44997,0.23045
1.11123,-2.60692
-0.47632,0.42773
-0.59568,0.12693
-0.08498,-0.36243
-1.50164,1.56055
0.61141,-1.3253
-0.35283,-0.26794
-0.95795,1.55465
0.47128,0.5451
-0.31193,-0.45339
-2.02962,-0.14898
-0.45206,0.40408
-0.3874,-0.92991
-0.08651,0.05999
0.33329,1.56808
0.04507,0.879
-0.33665,0.69426
-0.89213,-0.48632
-1.35192,-0.47031
0.52348,0.27385
0.80716,0.83413
-0.43024,-0.72718
-0.3153,0.59554
2.15095,-1.60585
