"amaflix","netazon"
75.96,92.76
76.25,80.86
76.65,71.88
74.26,90.43
74.71,67.64
74.67,96.81
74.61,64.4
75.46,54.9
76.16,91.34
76.24,82.74
76.26,67.6
74.77,84.42
76.31,69.34
76.18,66.43
75.55,60.02
75.64,52.18
75.15,84.33
75.6,95.33
76.53,80.26
75.12,83.28
76.42,82.03
75.29,98.66
76.8,61.16
75.84,58.7
76.32,64.98
76.06,89.21
76.32,71.62
75.88,61.47
74.02,87.94
75.88,78.66
76.93,87.74
75.37,88.74
76.05,86.92
75.85,87.18
75.22,85.89
75.31,80.39
75.39,85.74
77.03,102.49
76.24,92.06
76.15,73.5
76.13,73.21
76.45,59.77
76.07,101.54
77.17,63.28
75.61,82.12
75.6,97.4
75.96,112.15
74.94,64.67
76.49,86.57
76.67,92.47
76.38,83.57
76.37,82.43
75.51,91.39
76.41,69.62
77.05,89.19
76.28,73.69
75.05,79.21
76.29,69.74
74.83,89.8
75.2,69.03
75.95,73.62
75.53,96.19
75.92,76.55
76.62,88.82
76.3,82.4
75.88,106.03
75.13,65.57
75.34,74.07
76.02,83.98
76.2,64.58
76.24,60.38
76.78,71.18
76.12,86.85
75.4,110
76.25,74.06
75.62,78.96
76.07,68.44
76.98,110.39
76.33,107.35
76.14,99.21
74.86,83.08
76.41,70.9
75.64,85.2
76.23,92.59
76.88,77.18
75.45,68.69
75.82,62.68
75.3,73.6
76.9,74.79
75.29,86.79
76.67,59.6
76.05,95.36
76.38,55.7
75.87,65.79
77.11,74.13
75.42,63.34
76.87,79.89
76.1,107.2
75.01,68.33
75.78,82.47
75.87,90.94
75.47,73.48
75.72,92.62
75.27,73.77
76.26,74.51
75.44,65.97
75.74,86.57
77.74,84.03
75.08,67.4
75.86,101.88
75.89,82.02
74.12,68.39
75.87,87.26
77.14,81.09
74.86,52.4
76.6,56.73
75.02,88.58
74.88,87.21
75.34,78.13
74.59,73.78
74.85,86.74
75.97,74.75
76.42,88.58
75.48,90.49
76.57,78.35
75.56,90.9
75.91,91.38
76.27,71.04
76.17,85.7
74.48,82.8
76.92,67.22
76.44,81.37
75.7,80.47
76.54,73.81
75.29,90.22
76.52,95.99
75.73,93.48
75.78,73.48
75.69,81.96
76.37,90.46
74.94,93.4
74.91,81.1
75.23,98.3
76.5,72.57
75.03,65.41
74.69,41.08
74.43,75.71
75.25,95.1
75.48,60.93
75.53,75.71
76.1,77.32
75.93,74.68
76.11,90.58
76.23,76.77
76.02,78.12
76.29,91.95
75.76,66.43
74.91,74.94
76.06,93.95
76.06,91.03
76.52,63.34
76.47,76.22
75.51,57.06
76.61,64.86
76.64,102.28
76.21,64.68
75.78,73.09
75.47,82.05
75.66,72.83
76.03,88.13
76.83,85.22
76.65,61.72
76.45,79.89
75.17,118.29
76.6,71.94
74.87,79.42
75.44,100.44
76.36,57.92
75.57,62.5
77.49,80.55
75.99,81.97
75.66,66.13
75.69,75.7
75.9,84.34
75.7,86.57
75.8,56.48
76.56,69.5
75.37,90.6
75.59,71.4
76.4,95.85
76.15,91.94
74.82,55.07
76.64,56.3
74.36,83.79
74.89,87.44
75.19,95.06
76.1,78.9
75.81,74.58
75.66,122.94
74.18,98
75.74,80.69
75.14,81.38
77.02,81.85
76.89,88.67
75.86,85.66
76.34,77.21
76.53,77.92
74.51,88.74
76.53,87.94
74.41,88.4
75.52,74.82
75.99,58.92
76.27,78.22
75.51,64.32
76.2,76.21
76.54,78.03
75.57,93.1
75.05,97.19
75.75,75.87
76.29,79.07
76.89,74.38
75.62,86.08
76.97,69.04
75.99,93.58
75.55,80.35
76.12,105.81
76.42,82.57
75.16,92.36
75.27,73.89
75.37,74.41
76.47,76.96
75.13,76.78
75.62,73.05
76.33,73.31
78.54,95.56
75.7,90.69
75.82,80.78
76.58,62.05
76.05,70.36
76.17,66.32
