"x","pmf_x"
4,0.0011
13,7e-04
14,0.0062
22,3e-04
29,0.0156
31,0.0043
37,0.001
75,0.0235
78,0.0416
84,0
86,0.0202
93,0.0355
103,0.0088
118,0.0142
123,0.0132
126,0.011
158,0.0014
160,0.0072
164,0.0022
167,0.0367
192,3e-04
195,0.015
200,0.0274
201,0.0015
215,0.0046
221,0.0245
237,0.0047
239,0.0087
253,0
261,0.0256
267,0.0164
285,0
291,0.0047
300,0.0098
304,0.0098
326,1e-04
333,0.0015
360,5e-04
378,0.0177
382,0.0016
385,0.0375
388,0.0013
396,0.0152
408,0.0213
418,0.0155
424,7e-04
425,6e-04
427,0.0038
435,8e-04
479,0.002
480,0.0022
489,0.0145
497,1e-04
501,0.0053
538,0
542,0.0017
543,0.0054
553,0.0115
559,3e-04
564,0.0041
584,7e-04
602,0.0116
607,0.0082
616,0.001
629,0.0064
631,0.0246
651,0
654,0.0029
666,0.004
667,0.0057
677,0.0134
678,0.0018
687,0.0657
689,1e-04
706,0.0017
710,0.009
723,0.0246
734,0.0148
749,0.0258
751,0.001
766,0.0056
767,0.0013
779,0.002
825,0.0033
828,0.0271
834,0.008
835,0.0012
841,0.0132
847,0.0022
869,0.0016
870,0
872,0.0075
897,1e-04
899,0.0046
901,0.0021
903,0.0057
929,0.0015
934,0.0011
950,0.0193
956,0.0027
967,0.0025
973,3e-04
987,0.0427
988,0.0398
989,0.0187
