"x","theotherone"
0.12861,0.91684
-1.0461,1.06678
-0.73412,-0.54631
-0.19244,0.05845
-0.05757,0.20526
0.01325,1.71476
-1.43333,1.65995
0.38934,0.66628
1.06335,0.01489
0.07823,-1.00754
0.38805,0.97164
-0.3407,0.14872
0.2459,0.44963
0.54035,-1.76326
-3.29531,0.25499
-0.52869,0.38591
-0.98556,0.12031
-0.89945,-1.33051
0.26395,0.1965
-5.79528,-5.65204
-0.68436,-0.79381
0.49019,-0.60921
-0.28945,1.65249
-0.1175,-0.36389
0.73383,-0.67464
-0.33001,1.03157
-0.41404,-0.54052
1.09258,0.91449
0.16032,-1.10366
-0.24998,-0.80794
1.22468,0.09725
-0.36617,-0.38869
-0.02882,0.00089
-0.46342,-0.61076
-0.27936,0.60238
-0.39405,0.50085
0.4992,0.19803
-0.34076,1.43122
0.90735,0.64543
1.39349,0.73314
-0.70257,0.72369
0.12305,0.43033
-0.07187,0.91019
-0.98395,-0.19202
0.27209,-1.09382
0.51741,-0.19688
-1.97483,-0.39775
0.61741,-0.72821
-0.34412,-1.62476
-0.60367,-0.2919
0.81911,-1.57252
-0.43279,-0.13065
-0.48974,0.11637
-0.07992,1.10306
-1.04214,-1.31015
-0.42675,0.89477
-1.94763,0.61506
-1.77577,2.25931
-1.10797,0.58408
-0.03719,0.70036
0.32833,1.64596
-0.77362,2.2121
-0.59965,-0.07576
0.48194,-0.1169
1.66573,-0.19981
-1.76842,-0.26075
-1.61641,-0.16622
-0.15444,0.55214
0.13194,-0.60804
1.46074,0.84163
-0.53406,-1.60478
-0.82846,-0.49364
0.86128,-0.33813
1.20595,-2.23893
1.16761,0.23711
0.6602,-1.02342
-0.18904,0.06086
1.88305,-0.56467
0.98938,-0.05102
-0.08635,0.07072
1.45926,0.50776
-0.13769,-2.35668
0.55025,-1.16418
0.1077,0.77842
-0.5762,-1.06222
1.22991,-2.20074
-0.98628,-0.60088
-0.73951,-0.30219
-0.03628,1.34421
-0.98477,1.51989
-1.37558,-0.63046
0.95982,-0.37599
0.43277,-0.09628
-0.35671,1.7105
0.12317,-1.34656
0.12427,-0.47659
-1.43537,0.14177
-0.13767,1.6244
-0.22462,0.74251
0.72225,0.87666
0.79306,-1.3672
-0.05678,0.37923
0.19925,1.23095
0.43716,1.93946
1.31601,0.45819
-0.91288,-1.10454
0.45546,0.65455
-0.91763,0.24365
0.17852,-2.02826
-0.50145,-0.95699
-0.45556,-1.32557
-0.2512,-0.22357
1.32785,0.32334
-0.90871,0.59843
-0.28863,-0.19722
-2.16396,-1.4024
0.23583,0.7254
-0.33585,-1.09894
-0.24213,-1.0225
-0.2506,-1.67995
0.73146,-0.57662
0.30994,1.39952
0.74779,1.40023
1.9176,-0.49672
1.54484,-0.15101
-0.60125,-1.70281
-1.42962,-1.3553
-1.7719,0.24223
0.25934,0.79639
-1.07749,0.90273
0.18941,-1.10069
0.24953,0.0411
-0.53953,-0.21185
-0.74163,-0.0273
-1.56423,2.09954
-0.9669,-0.01327
0.38758,1.0354
-0.45977,-1.06832
-0.5745,0.08289
1.57653,0.43957
0.26409,1.26568
0.25532,1.00862
1.21094,-1.54401
0.06213,-1.23548
0.67951,0.31104
-0.89139,1.11709
1.88432,-0.91626
-0.01973,0.04592
0.49869,-0.64118
-1.34308,-1.83912
-0.83501,-0.51457
-0.75724,-0.12615
1.66289,0.13909
-1.7837,0.53458
1.37688,-1.92403
0.45367,-0.58104
0.37496,0.60308
-3.0163,-0.9779
0.62368,1.05656
1.23393,-1.39231
-0.91854,0.59296
2.13684,-0.01533
-0.68456,-0.06837
0.42312,0.00056
-0.64389,-0.54487
0.61973,0.47703
0.00172,-0.23569
-0.62942,0.72843
-0.28004,0.98927
1.99952,-0.2993
0.13188,0.86776
-1.31996,1.35775
0.43387,0.96315
1.12036,-0.32436
-0.238,0.50034
0.05604,0.18289
0.39443,1.8337
0.83648,0.33416
1.41832,-0.73014
-0.97321,1.38595
1.38021,-1.33717
1.72816,0.31028
2.38353,-0.15736
1.13072,1.62463
1.53441,0.81873
0.58732,-0.16226
0.62548,0.43708
0.92757,0.15001
0.57198,0.781
-0.31731,1.97213
-1.66088,-0.36543
0.39402,1.51477
0.96336,-0.25054
0.87053,-0.96354
0.85568,-0.18466
1.25086,0.88404
0.05335,-1.44531
0.16779,-0.17184
1.4658,-1.96332
-0.63996,0.25798
-0.12886,-0.17815
-0.53497,-1.20097
-0.65832,-0.7179
-0.79395,1.43764
1.37725,-0.21387
-1.35615,-0.32063
0.10901,-1.9455
-0.11882,0.09632
1.47135,-0.92704
0.50676,-1.41528
-1.00174,-0.55876
1.34038,1.15358
0.84686,0.37979
-1.55459,0.02489
-0.75804,0.36479
1.27417,1.43571
-0.33688,-1.00762
-1.11381,-2.41498
-1.19807,0.28858
0.95572,1.98947
