"amaflix","netazon"
63.85,66.36
63.79,66.43
62.29,67.03
63.17,66.6
63.41,66.53
64.24,66.34
63.02,66.66
63.43,66.61
64.66,66.06
61.19,67.44
62.5,66.91
62.63,66.97
62.04,67.13
62.86,66.8
63.28,66.72
62.47,66.86
63.16,66.67
62.46,67
62.15,67.04
62.8,66.78
64.17,66.27
62.52,66.97
62.08,67.08
62.48,66.94
63.18,66.66
61.64,67.23
63.43,66.6
62.21,67.02
63.05,66.65
62.4,66.92
62.44,66.93
63.65,66.46
60.69,67.65
64.42,66.18
62.55,66.92
62.24,67.06
64.57,66.09
63.44,66.58
63.38,66.61
61.68,67.27
62.72,66.89
64.05,66.32
62.51,66.95
63.89,66.35
61.02,67.54
62.95,66.74
62.22,67.05
63.44,66.51
62.64,66.78
62.27,67.07
63.18,66.62
63.33,66.54
62.4,66.99
63.34,66.55
62.39,67.08
63.29,66.6
62.27,67.08
63.08,66.74
63.33,66.56
64.68,66.14
62.32,66.96
62.96,66.77
64.71,66.12
63.97,66.3
63.09,66.77
62.88,66.69
62.82,66.82
62.44,66.93
62.22,67.03
63.23,66.61
62.54,66.98
62.01,67.12
62.29,66.95
62.37,66.93
61.73,67.24
63.25,66.69
61.8,67.12
63.27,66.6
63.09,66.71
61.9,67.21
62.4,66.96
63.34,66.58
61.08,67.49
61.71,67.25
62.01,67.17
62.86,66.83
63.16,66.64
61.59,67.28
62.87,66.79
63.5,66.51
63.15,66.71
63.16,66.66
62.45,66.91
63.33,66.6
63.44,66.53
62.01,67.17
63.16,66.68
60.22,67.86
64.86,66.03
63.2,66.55
64.12,66.19
64.75,66.03
63.91,66.43
62.58,66.96
62.4,66.95
63.09,66.7
62.62,66.97
63.98,66.34
63.89,66.42
63.62,66.48
62.91,66.74
63.4,66.53
62.9,66.74
62.8,66.77
62.64,66.84
61.44,67.28
61.02,67.52
63.29,66.5
62.82,66.83
61.5,67.28
62.93,66.86
62.48,66.91
63.19,66.65
61.48,67.32
61.75,67.24
63.43,66.54
63.79,66.36
61.65,67.36
64.62,66.08
61.96,67.19
63.3,66.53
63.77,66.34
63.29,66.57
61.84,67.2
64.07,66.26
62.02,67.15
62.93,66.77
62.77,66.84
61.95,67.21
63.28,66.6
62.78,66.84
61.74,67.25
62.28,67.01
63.94,66.37
63.37,66.59
63.31,66.67
64.42,66.16
63.96,66.33
62.54,66.9
62.95,66.77
63.23,66.6
62.18,67.07
63.02,66.71
61.98,67.17
63.24,66.73
63.94,66.39
61.82,67.13
63.52,66.53
64.27,66.2
63.65,66.47
62.88,66.72
63.86,66.41
61.89,67.17
63.88,66.37
63.77,66.45
61.93,67.18
63.27,66.61
65.22,65.82
60.67,67.69
62.76,66.83
64.24,66.21
62.66,66.81
61.95,67.16
63.06,66.75
62.21,67.08
61.38,67.38
63.25,66.68
63.05,66.69
61.76,67.19
61.32,67.4
63.32,66.63
62.04,67.21
64.23,66.26
62.39,67.01
62.85,66.81
63.27,66.66
62.35,66.95
63.35,66.54
64.62,66.05
64.83,65.95
62.25,67.03
62.61,66.89
61.89,67.17
62.62,66.92
62.06,67.04
64.03,66.34
62.07,67.09
62.2,67.03
62.23,67.07
61.79,67.29
62.36,67
62.47,66.98
62.27,67.04
63.24,66.68
63.15,66.67
63.48,66.53
63.03,66.73
62.4,66.97
61.91,67.17
63.78,66.48
62.84,66.82
63.73,66.41
61.92,67.09
62.32,67.08
62.99,66.81
62.34,67
62.2,67.02
63.58,66.53
61.8,67.27
62.45,66.97
62.61,66.95
62.34,66.96
63.39,66.55
64.05,66.33
63.64,66.51
61.14,67.48
63.26,66.59
62.9,66.79
61.68,67.26
64.01,66.32
62.66,66.88
63.14,66.59
62.59,66.9
63.03,66.71
62.73,66.79
61.44,67.35
62.6,66.94
61.87,67.2
61.79,67.19
65.34,65.83
63.34,66.55
63.64,66.49
61.86,67.15
62.24,67.04
