"x","theotherone"
0.77921,1.64412
-0.26249,1.01647
0.13538,-1.19088
0.41365,-0.65285
-0.99059,-1.7809
0.21484,0.45918
-1.85697,-0.79041
0.94963,-0.13739
-1.84432,-0.16957
0.24656,-0.48293
-0.16782,-2.5519
0.8194,-0.80585
1.72146,-1.41227
-0.33664,1.79513
1.11922,0.27913
-0.4146,1.28103
-1.81872,-0.97891
-0.38567,-0.64451
-1.01734,-0.50859
-0.61103,0.11472
2.03624,-1.05767
1.88358,0.5202
1.36695,-0.83593
1.13807,1.33049
-1.0369,-0.524
-0.73808,0.05361
-0.63379,0.17131
0.49739,-0.52952
0.75239,-0.00167
-0.21208,-0.02446
1.39312,0.50468
1.34163,1.0688
0.17861,-0.06003
-0.72268,0.28892
-1.46618,-1.4102
0.15811,1.04348
0.54746,-0.06893
1.19803,0.7851
0.51149,-1.16681
0.46069,0.87173
-0.48611,-0.58737
1.9463,1.48385
-0.83147,0.48605
0.66446,-1.03693
-0.19598,0.38348
0.63364,2.19334
2.08147,1.00149
-2.35692,-0.67213
0.12112,-1.39065
0.46857,0.51667
0.45843,-1.54003
-0.23838,0.14047
0.34162,0.44704
-0.45807,0.14969
-0.28553,-1.07218
-0.41709,0.13447
-0.485,0.89709
-0.48986,1.09575
-0.85269,1.1472
-0.83942,-0.10197
-0.46394,1.6495
1.48595,-0.23115
0.48487,-0.39381
-2.16657,-0.04466
-1.65895,0.34089
1.86523,-1.04571
0.07545,1.1411
1.00018,0.58368
0.58926,-1.58462
-0.23319,-0.41908
0.64827,0.32847
0.18416,-0.36375
0.09243,-0.26991
-0.79684,-2.20237
0.53242,0.679
-0.203,0.014
-0.49544,0.41029
-0.19396,0.42537
1.50253,-0.91528
-1.6785,1.84009
-0.02076,0.44225
-0.93018,0.80188
1.1516,-1.70753
2.71998,-0.16004
0.06789,0.34211
0.08371,-0.01928
0.02511,1.23132
0.67319,1.55923
1.14265,-1.25792
0.34233,0.0605
-1.54094,0.7836
0.52324,-0.7915
-1.49504,0.9557
-0.26564,0.98214
-0.32537,-1.61901
0.49786,0.20419
0.69952,0.60773
-0.83314,-0.09614
-2.22494,0.15549
-0.84666,-0.32902
1.69291,-1.26279
-0.44578,1.19661
-0.49076,-0.35381
0.43483,0.29118
-1.63153,-0.32062
-0.20517,-1.6084
0.09192,0.21766
0.06986,1.50087
-1.88658,0.60033
-0.86761,0.62391
-0.64545,0.83582
0.88341,-2.76811
-1.88241,-0.34112
1.26387,-1.76212
-1.08693,0.46917
-0.66557,1.06132
-1.3464,-0.73819
1.19493,2.91094
-0.14105,-1.01962
1.32535,-0.45495
-1.39984,0.58726
0.31292,-0.35205
-1.03506,-0.11989
-0.53206,0.38094
-0.18362,-0.10454
0.81466,0.81979
-0.29735,0.15472
-0.58163,-0.24085
0.42995,1.08087
0.28691,-0.62671
-0.499,0.91406
-0.33789,-1.4688
1.45244,0.72571
-1.11266,0.84513
-0.43659,0.75939
1.14121,1.28554
1.36729,0.80361
-0.98864,1.56319
-0.13159,-1.16716
-0.40579,-2.78548
0.33178,0.37349
0.85079,1.14488
0.44846,0.53349
-1.45306,-0.76718
0.3925,-1.22437
0.66611,-1.21449
-1.45401,-0.48413
-0.79759,1.48847
0.87398,0.88598
-1.55896,-1.96443
-0.23169,0.02622
0.59802,0.23516
-0.76647,-0.54416
0.19416,0.8934
-0.04502,0.55349
0.39566,1.31958
-0.66926,-0.8363
-0.65884,0.05567
-6.02068,-5.71056
0.58622,0.79145
0.32088,0.45706
-0.05957,0.76617
1.5849,0.89423
-1.5416,-0.18145
-0.5339,-1.53544
1.0535,-0.33963
0.0337,-1.30029
-0.13102,0.49316
-1.24274,0.09398
0.21604,0.53281
0.2734,0.1421
-0.24475,-1.15225
-0.65726,-0.54779
-1.6559,-0.65801
