"x","pmf_x"
18,0.0208
33,0.0172
42,0.0505
43,5e-04
55,0.0155
58,0.0089
61,0.0106
66,7e-04
78,0.0109
84,0.0013
88,0.0436
96,2e-04
100,5e-04
104,0.016
106,0.0013
108,0.0056
112,0.0012
121,0
125,0.0163
130,2e-04
150,0.0029
169,3e-04
170,7e-04
174,0
175,1e-04
211,0.0545
214,8e-04
219,0.0055
223,0.0016
225,0.0089
234,0.0203
248,0.0032
259,0.0044
260,0.0318
270,0.0013
293,7e-04
300,0.0079
313,2e-04
319,2e-04
323,0.0048
330,0.0022
336,2e-04
363,0.0059
378,0.0227
379,0.0058
395,0.0012
396,0.0078
397,0.0031
398,0.0056
403,0.0015
418,0.0032
423,0.0105
424,0.0097
449,0.0114
452,0.0243
462,0.0125
495,0.0022
499,0
515,0.0141
516,0.0092
517,0.0273
522,0.0184
523,0.0012
530,0.0048
546,6e-04
554,0.0032
572,2e-04
576,0.0066
577,0.0099
584,0.0254
596,0.0132
611,0.0019
618,0
627,0.0083
648,0.0382
651,0.0017
652,0.001
653,0.0051
662,0.0092
669,0.0093
688,0.0034
693,0.01
694,0.0106
705,0.0405
706,9e-04
711,0.0237
721,0.0204
736,1e-04
757,2e-04
763,0.0305
776,0.0012
807,0.0049
815,0.0095
817,0
819,0.0081
820,1e-04
834,0.0028
835,0.015
847,0.0059
856,0.0035
877,0.0053
884,0.0115
897,0.0256
901,0.0018
916,0.0051
928,1e-04
935,0.0082
938,0.0061
940,0.0244
985,0.0087
999,0.0014
