"x","pmf_x"
2,0.0025
6,0.0304
7,0.0035
12,0.0154
21,0.0042
28,0.0017
33,0.0025
36,9e-04
39,0
44,3e-04
45,0.008
50,0.0173
55,0.0031
57,0.0064
62,0.001
68,0.0236
75,0.0199
78,4e-04
95,0.0222
116,0.0023
138,1e-04
150,3e-04
161,0.0077
164,0.0142
165,0.0028
170,0.0145
173,1e-04
184,0.0021
196,0.0037
198,8e-04
202,0.0071
214,2e-04
220,0.0131
222,0.0017
226,0.011
248,0.0066
252,0.0036
258,0.0259
260,0.0101
273,0.0058
274,0.0045
287,7e-04
329,0.0023
334,0.0167
336,0.0118
340,0.0155
362,0
364,5e-04
374,0.0039
385,0.0027
401,9e-04
415,0.0084
427,0.0157
447,0.015
450,6e-04
454,7e-04
455,0.0016
466,9e-04
470,0.0982
472,0.0014
486,0.0018
509,0.0943
513,0.0026
515,9e-04
543,1e-04
549,0.0145
553,0.0074
604,0.0187
612,0.002
618,0.0019
653,2e-04
655,0.0062
656,0.0036
662,0.0035
673,0.0129
681,0.0121
690,0.0046
706,0.0213
710,4e-04
711,0.0015
712,0.0321
741,0.0021
752,0.017
773,5e-04
783,0
793,7e-04
795,0.0037
825,0.007
843,0.0015
845,0.0022
854,0.0015
856,0.0052
858,0.0221
869,0.0077
875,4e-04
889,2e-04
906,0.0295
931,0.0382
967,5e-04
975,0.0703
978,0.0176
980,0.0012
989,0.0086
992,0.0207
