"amaflix","netazon"
79.25,86.98
82.12,130.42
79.5,97.49
78.57,78.05
76.75,91.88
77.46,112.11
78.86,57.34
77.94,111.21
79.15,91.52
77.13,114.26
80.59,70.48
77.74,74.92
78.25,84.73
79.43,113.26
77.26,55.55
80.76,84.4
80.17,101.7
79.01,68.46
77.53,54.19
80.66,81.73
78.22,77.64
79.38,69.32
77.44,59.84
80.21,48.51
79.92,75.28
79.34,99.84
80.47,87.65
81.06,90.8
78.32,81.03
80.36,10.86
77.11,74.45
81.82,86.02
78.7,42.32
79.41,137.61
79.62,112.35
78.19,98.42
81.14,92.72
80.02,80.54
79.73,91.09
79.07,96.38
78.93,77.92
79.34,87.76
79.64,93.97
78.36,59.7
77.35,65.26
78.41,83.41
78.7,106.28
79.34,106.51
80.5,78.53
79.97,77.45
79.13,88.53
77.82,88.43
78.08,56.09
80.54,63.75
80.42,74.94
77.23,96.99
77.16,64.62
81.43,133.84
80.01,68.03
79.56,93.13
79.18,92.93
79.48,92.96
80.48,99.29
78.65,73.96
78.72,59.81
79.55,75.04
78.81,80.32
80.51,56.96
77.7,73.59
79.79,81.11
78.78,113.77
78.14,49.58
79.32,115.41
78.14,69.28
81,95.8
79.01,90.08
80.65,45.42
78.99,60.88
80.95,110.18
80.1,37.28
80.99,92.72
78.52,73.96
80.04,76.68
80.5,101.41
81.31,78.28
80.62,82.9
77.78,91.49
80.07,118.98
81.27,91.52
78.3,133.88
77.48,82.21
81.27,80.1
77.7,59
77.31,126.85
77.33,99.36
78.09,105
81.34,87.61
79.62,43.59
79.94,82.86
79.47,106.25
80.11,105.09
80.58,62.19
78.39,113.72
79.45,118.52
79.33,90.09
79.74,72.45
80.7,82.46
79.82,47.09
76.53,57.48
78.57,132.87
77.41,117.85
79.7,84.17
75.98,158.51
79.67,99.58
79.63,88.8
79.24,62.37
77.81,91.85
81.02,96.37
81.16,118.99
78.66,60.63
77.32,12.24
78.56,105.19
80.76,106.54
76.47,91.36
76.98,60.81
77.4,84.6
80.21,87.54
79.19,127.03
81.92,73.28
80.25,66.65
79.94,68.49
82.5,70.23
79.77,97.91
79.3,80.55
80.73,128.99
79.73,54.21
78.57,100.15
79.5,73.68
78.41,68.44
78.25,90.87
78.94,104.16
78.74,66.65
80.14,84.36
79.72,79.49
79.92,66.89
80.59,117.01
81.15,66.69
77.26,84.26
78.58,109.08
80.41,82.87
80.01,135.98
81.02,101.65
78.32,86.92
78.27,28.21
80.64,65.41
78.77,108.92
80.36,82.27
79.3,96.85
79.14,103
79.67,120.3
78.72,107.49
77.43,86.14
78.58,45.61
80.37,59.33
78.88,86.64
80.22,114.38
77.61,81.3
77.38,78.91
78.82,62.41
80.48,116.21
79.25,95.89
80.91,87.82
80.39,70.67
79.08,31.7
78.67,92.2
78.22,84.3
79.47,67.32
79.93,115.41
77.4,113.93
79.29,70.81
76.7,84.82
80.03,92.94
80.19,89.28
77.46,48.75
78.1,104.53
80.16,72.97
78.47,92.3
79.2,68.86
79.28,46.03
79.54,100.4
78.94,105.87
79.79,93.2
76.7,85.61
78.93,87.6
81.02,68.79
78.16,85.55
79.72,49.08
78.41,70.09
79.07,98.66
80.77,49.23
76.89,55.92
78.58,88.43
79.65,97.99
78.66,91.62
79.48,99.08
78.47,84.59
79.81,115.28
79.31,71.21
79.72,109.8
79.05,86.04
79.79,108.6
77.46,67.97
80.3,110.1
78.73,101.81
79.54,80.23
83.04,71.35
82.15,81.6
79.17,81.43
80.49,71.87
80.9,102.77
78.83,113.03
81.03,48.37
81.73,57.97
80.39,94.39
78.62,73.66
79.1,54.5
80.4,100.71
77.24,66.55
78.37,78.27
80.02,90.65
78.82,93.02
79.85,50.14
80.84,63.08
80.11,110.94
82.4,94.5
77.29,71.76
77.9,56.47
80.79,114.76
79.48,91.5
80.29,90.08
79.19,92.41
80.39,97
78.53,96.06
77.99,78.85
78.56,70.25
80.07,111.8
77.77,109.34
79.47,87.67
79.31,69.19
77.75,85.62
80.33,93.18
80.72,74.35
81.87,76.7
78.77,122.18
