"x","pmf_x"
5,0.0078
6,0.0044
17,0.0311
29,0.0169
41,1e-04
45,0.0012
47,0.0186
54,0.0134
58,0.0043
87,0.0065
91,1e-04
103,0.0139
119,0.0627
123,0.0071
132,0.0044
134,0.0381
153,0.011
162,0.0012
168,0.0107
171,0.0035
181,0.0011
183,0.026
193,0.0311
204,0.001
211,4e-04
215,0.0261
222,0.0083
227,0.0027
245,0.0011
246,0.0017
272,0.0013
277,0.0291
282,0.0062
286,9e-04
333,0.0015
348,0.0016
378,4e-04
392,0.0214
405,0
425,1e-04
432,0.0061
439,0.0124
447,0.0045
458,0
459,0.001
461,0.001
483,0.0012
490,0
494,0.0589
498,0.0039
521,2e-04
532,0.0091
533,7e-04
542,0.0063
544,0.0112
551,5e-04
560,0.0029
561,0.0012
569,0.0028
571,0.0019
577,0.0312
589,4e-04
620,1e-04
642,0.0198
655,0
657,0.0115
664,1e-04
677,0.001
701,0.0026
707,0.0023
709,0.0146
711,0.0079
721,1e-04
723,0.0013
728,0.0205
734,0.0012
743,0.011
754,3e-04
755,6e-04
760,0.0013
764,0
769,7e-04
777,0.0118
783,0.0514
837,0.0034
845,0.0449
849,0.001
858,4e-04
864,0
867,0.0042
874,0.0081
890,0.0499
908,0.0189
909,0.0019
915,0.003
932,0.0085
937,2e-04
938,0.025
941,2e-04
943,0.0028
956,0.0309
962,0.0011
968,8e-04
969,0.0152
978,0.0184
985,0.0114
992,0.0128
998,5e-04
