"x","pmf_x"
3,0.0013
6,0.0231
18,0.041
29,0
41,0.0027
43,2e-04
54,0.0021
56,0.0015
62,0.0054
65,1e-04
66,0.0014
70,0.0143
85,0.0026
86,0.0079
95,0.0295
107,2e-04
108,0.0268
154,0.0128
158,0.0016
159,0.002
163,0.0078
172,0.0017
185,0.0072
190,0.0021
191,0.011
195,0.0064
207,0.0098
208,0.0108
226,0.013
234,0.0255
258,0.0294
265,0.0067
269,0.0076
272,0.0053
293,0.0015
296,0.0076
298,5e-04
306,0.009
347,0.0131
353,0.0114
359,0.0156
360,0.0031
371,0.0033
378,6e-04
379,0.0042
380,0.0378
383,0.001
394,5e-04
404,3e-04
414,8e-04
421,0.0041
428,0.0054
429,0.0091
435,1e-04
440,0.001
459,0.0069
468,0.0056
498,0.0073
501,0.0032
505,5e-04
509,0.0026
534,0.0087
537,5e-04
552,0.001
594,0.0011
611,0.0103
613,0.0077
621,0.0052
656,0
672,4e-04
674,0.0016
679,0.0066
682,0.0038
686,0.0076
687,0.0265
691,0.005
693,0.0027
700,0.0021
710,0.0143
711,1e-04
726,0.0175
728,0.0023
735,0.0127
745,0.014
746,0.0409
751,1e-04
764,0.0105
773,0.0034
783,0.0385
791,0.0032
808,0.0303
809,0.0152
817,0.027
819,0.0095
832,0.0187
841,0.0057
843,0.0439
856,0.0041
870,1e-04
878,1e-04
892,0
906,0.0154
912,0
926,0.0041
932,0.0234
943,0.0016
944,0.0047
958,0.0068
961,0.0095
979,0.003
985,0.0017
986,0.0312
988,0.0054
994,0.0033
996,0.0101
