"x","pmf_x"
4,0.0071
17,3e-04
32,0.002
47,0.003
80,0.0227
102,0.0398
109,0.0188
113,0.0216
125,0
133,0.0107
141,0.0236
144,0.0031
180,0.0103
181,0.0031
225,0.006
236,0.0078
251,0.0069
259,0.0046
265,0.0103
274,0.0012
283,3e-04
287,2e-04
301,0.0022
333,0.0034
343,0.0175
360,4e-04
362,0.0019
372,5e-04
401,0.0551
409,0.0301
420,0.0192
424,0.0051
439,0
450,0.0276
457,0
461,0.0024
469,0.0027
482,0.0069
484,0.0011
510,0.0058
513,0.0058
525,0.0077
544,0.0599
569,0
577,0.0159
593,0
602,3e-04
604,0.0273
611,0.0079
620,0.0638
628,0.03
635,0.0061
637,0.0067
646,0.0037
680,0.0101
681,0.0108
684,0.0011
692,0.0742
696,1e-04
697,0.0037
712,1e-04
723,2e-04
724,8e-04
728,0.0032
743,2e-04
761,5e-04
764,0.0082
774,0.0026
782,0.0147
784,0.0673
805,0.0479
816,1e-04
818,6e-04
821,0.0033
846,0.0053
851,0.0011
880,0.025
882,1e-04
887,0
914,0.0088
938,0.0132
948,0.0282
957,0.0095
961,6e-04
996,0.0022
1000,0.0359
