"amaflix","netazon"
68.9,73.21
59.28,67.68
65.91,66.27
70.86,74.21
69.8,74.18
74.57,72.08
65.2,67.41
59.87,71.24
58.96,66.77
69.65,63.89
77.76,78.15
59.85,67.37
58.31,68.04
68.98,66.58
71.37,70.94
70.32,75.88
61.97,73.09
67.7,66.56
65.32,75.03
63.9,69.03
72.28,71.58
68.03,69.95
71.63,75.81
69.86,73.37
63.96,68.89
64.53,71.75
71.65,71
73.86,69.25
59.61,68.41
68.41,75.98
59.63,74.27
75.8,65.98
62.63,80.31
77.19,72.33
67.87,72.12
72.11,77.28
61.13,74.48
64.16,74.52
56.82,72.91
70.47,73.07
67.95,68.9
73.5,77
67.2,66.57
69.33,68.55
62.8,77.7
64.9,65.79
70.31,68.54
65.69,78.32
62.07,65.74
62.59,67.07
70.5,70.78
71.76,69.5
56.24,69.89
64.23,75.08
61.18,63.04
65.05,69.01
67,72.6
75.32,76.78
64.08,69.92
61.81,76.59
68.13,73.9
74.44,72.98
60.03,70.92
71.78,67.22
79.55,67.6
61.98,65.66
67.05,72.06
72.86,68.34
65.55,67.57
61.91,67.92
62.51,75.38
61.37,69.96
53.11,71.37
69.14,69.6
60.53,72.13
75.13,72.07
64.44,72.92
56.02,66.71
70.07,72.2
65.91,65.23
62.9,74.52
67.95,69.5
73.33,73.84
66.44,73.7
70.99,72.35
54.72,72.67
67.21,65.22
61.84,71.93
74.53,75.36
71.49,70.79
59.74,68.54
69.51,69.34
68.99,71.66
58.28,65.26
64.73,70.59
65.96,61.89
68.85,69.56
70.61,77.35
66.33,68.8
60.97,71.71
63.82,71.58
60.64,70.99
65,68.23
75.96,74
61.71,71.9
65.17,75.36
71.4,71.23
63.64,63.58
63.87,74.46
64.3,67.13
65.06,74.13
66.02,69.85
70.51,74.28
83.2,65.46
69.93,73.93
63.57,64
55.2,65.23
64.96,74.18
74.41,62.48
61.95,79.22
71.44,68.23
66.6,71.12
59.53,67.05
64.78,74.09
67.11,66.36
66.74,70.49
75.2,61.43
63.42,72.74
58.51,75.17
65.1,70.21
70.27,65.17
67.04,71.7
74.25,76.17
68.12,73.5
75.74,78.35
74.72,72.01
65.86,73.43
78,66.39
64.41,71.71
75.59,72.77
67.2,77
69.32,70.72
61.58,72.07
69.35,70.04
75.69,64.54
57.74,66.91
61.66,72.95
68.57,73.12
76.88,70.44
71.86,69.64
64.22,62.04
66.05,66.3
60.98,66.52
74.32,67.57
80.56,75.64
69.02,74.26
70.33,56.2
55.24,64.32
71.44,66.17
71.39,64.39
76.14,77.27
70.44,64.9
71.36,72.3
68.08,66.98
65.82,69.74
62.18,69.61
70.53,71.86
68.27,67.22
62.77,69.43
71.16,76.12
77.59,67.13
71.91,75.57
56.06,79.69
62.65,65.46
66.41,74.3
63.73,65.83
65.06,70.94
61.66,64.69
56,69.51
69.9,74.05
70.48,70.99
69.21,69.82
71.09,66.29
67.01,69.24
72.14,57.58
79.25,74.15
65.58,71.57
70.66,73.08
71.5,67.65
71.38,68.07
66.26,69.63
60.41,81.93
65.02,64.45
69.14,66.36
76.25,70.86
61.19,70.39
68.68,66.16
65.49,78.85
78.2,75.43
70.15,76.84
63.07,70.17
64.89,73.32
73.45,70.8
68.93,67.28
69.1,63.5
66.12,68.12
72.4,73.98
72.69,75.78
73.91,74.27
66.95,74.43
67.32,69.08
62.61,63.88
64.03,65.54
66.98,73.62
59.81,68.41
61.25,74.04
82.74,66.73
