"x","pmf_x"
7,0.008
11,0.0038
13,0.0142
21,0.0077
23,0.0276
30,0.0023
32,0.0015
34,0.0183
39,0.0036
43,0.0251
57,0.0052
75,3e-04
97,0.0205
107,1e-04
109,3e-04
122,0.0089
139,0.0212
149,0.0222
168,0.0026
174,0.0011
175,5e-04
176,0.0077
177,0
184,5e-04
194,0.0258
214,3e-04
224,0.0204
232,0.0244
237,7e-04
239,0.0106
265,0.0107
288,0.0063
289,0.0468
290,0.0029
301,0.0135
305,0.0196
308,0.0083
310,1e-04
312,0.0031
338,5e-04
340,0.0015
343,0.0291
355,0.0127
365,0.0027
370,5e-04
377,0.0015
379,0.0048
388,0.0034
390,0.0042
391,0.0032
394,0.0342
401,0.0023
408,0.0109
411,3e-04
413,0.0068
415,0.0012
423,0.0033
424,0.0123
434,0.0181
453,0.0022
454,0.0181
455,0.0015
461,4e-04
472,0.0032
476,4e-04
477,0.0152
482,0.0014
484,0.0056
490,5e-04
495,0.021
515,0.0102
518,0
525,0.0101
561,0.0198
578,0.0171
584,0.0204
585,0.0056
592,0.0161
614,0.0163
619,0.0042
655,0.0068
690,0.0086
691,0.0162
696,5e-04
704,0.0134
747,0.0094
780,0.0236
802,0.0041
815,0.0161
816,0.0098
820,0.0034
828,0.0039
829,0.0041
831,0.0169
833,0.0327
835,0.0175
836,0.0014
838,0.0046
859,0
866,0.0039
881,0.0093
884,2e-04
885,0.0139
890,0
899,0.0124
941,0.0152
950,0.0031
956,4e-04
986,0.0054
992,0
994,0.0037
