"x","pmf_x"
9,1e-04
21,0.0129
23,0.0053
25,0.0043
40,0.0058
47,0.0033
59,0
79,0.0078
95,0.0088
106,1e-04
118,0.0012
125,0.0429
130,0.007
132,0.0042
145,0.0017
155,0.0049
161,6e-04
163,0.0011
175,7e-04
182,0.0059
189,0.0247
194,0
217,0.0341
220,0.0097
245,0
260,0.0126
266,0.0315
298,0.0019
299,0.0018
306,0.001
318,0.0028
326,0.0117
343,0.001
344,0.0236
354,0.0026
357,1e-04
368,0.0091
370,0.0094
379,0.0098
384,0.0292
388,0.0019
391,0.0057
392,0.0041
394,0.0158
406,0.0185
421,0.0116
437,0.0246
456,0.0205
472,0.0093
484,0.0015
491,0.0014
504,0.0011
522,0.0101
555,1e-04
575,0.0046
586,0.002
589,0.0055
593,1e-04
595,8e-04
607,5e-04
617,0.043
625,1e-04
631,0.0379
632,0.001
662,0.0322
680,5e-04
696,0.0057
698,0
712,0.0023
721,0.0056
722,0.0068
732,0.0213
753,0.0137
759,0.0578
763,1e-04
784,0.0148
785,8e-04
796,0.0163
823,0.0262
835,0.0143
841,0.0408
844,0.0021
848,0.0324
850,0
880,2e-04
885,7e-04
886,0.0228
891,0.0053
898,0.001
918,0.0018
923,3e-04
932,0.0174
949,0.0054
950,9e-04
954,4e-04
966,4e-04
977,0.0635
978,0.0072
979,0.0043
980,0.0042
983,0.0097
984,0.0027
987,0.0012
