"x","pmf_x"
2,0.008
3,2e-04
5,0.0266
7,0.0305
13,0.007
28,0.0035
29,2e-04
37,0.0348
38,0.0045
64,0.003
65,0.0016
73,0.0168
86,1e-04
90,0.0013
105,0.0225
112,0.0014
124,0.0019
125,0.0239
131,0.0467
133,3e-04
144,0.0016
147,0.0427
170,0.0126
179,0.0126
183,0.0071
191,0.0061
198,6e-04
200,1e-04
234,0.0078
238,0.0069
243,0.0219
247,0.0023
251,0.0021
254,0.0056
279,0.0085
286,0.001
294,0
326,0.0016
335,3e-04
338,1e-04
355,0.0011
361,0.0049
362,0.0079
372,0.0018
385,0.0157
391,0
398,0.0017
404,0.0108
409,0
410,2e-04
424,0.0019
435,0.0138
440,0.0042
445,0.0012
446,0.0018
449,0.0023
494,0.0185
523,0
526,0.0135
536,0.0146
556,0.0011
564,0.0032
568,0.0138
572,0.001
576,0.0542
592,0.001
602,0.0334
611,5e-04
615,0.0155
620,0.0032
630,0.0086
654,0.0038
655,0.005
656,0.012
657,0.0197
664,0.0058
670,0.0025
672,1e-04
677,0.006
713,0.0307
714,0.003
719,0.0016
731,0.0041
732,0.0033
734,2e-04
741,0.0067
744,0.0042
761,0.0208
765,0.0072
778,0.0016
783,0.0155
785,0.02
790,0.0024
791,0.0125
794,0.0017
801,0
819,0.0176
822,0.0044
827,0.0044
854,0.0039
860,0
862,0.0091
868,0
872,5e-04
879,0.028
883,0.0204
897,0.0057
907,0.0066
913,7e-04
951,0.0425
975,0.0079
978,0.0095
986,0.0035
987,0.0049
996,0
997,0.0026
1000,0.0097
