"","alpha","beta","gamma","delta","epsilon","zeta","eta","theta","iota"
"1",12.9767279797558,16.8286843291227,12.9767279797558,13.1133875907858,11.0946759835515,8.33990781015274,11.2940097655173,7.68156935460865,0.500284733134174
"2",12.1806020923414,16.2227471207071,12.1806020923414,13.7066666130151,10.7615427379468,7.91720782264216,8.59780216048289,0.392651611473411,-10.5324493059822
"3",13.332210189179,17.0616078347257,13.332210189179,12.8079061599297,10.1772734539835,9.51705651023535,7.65489516259323,4.62654739618301,11.6469303102612
"4",13.9407020073684,15.5244380397304,13.9407020073684,13.7372137270357,11.8934468934941,10.0812327651236,8.83546386950587,9.44765507243574,-7.91653428115348
"5",14.8801659147756,15.1617942579066,14.8801659147756,12.8915085167902,13.2111059753302,8.05137357990562,9.98401974874801,6.00696343230084,6.27134562090005
"6",14.2685129162721,16.9858425346989,14.2685129162721,13.7135431957244,12.99547302816,10.1570632164638,12.9631802835551,7.41474957205355,3.94322283983636
"7",13.9804206201188,14.1587594561524,13.9804206201188,13.034831076247,12.6477179948403,8.08848966702315,10.5507481909333,8.74410059768707,-5.40257732484809
"8",13.4750530272144,15.4152894842449,13.4750530272144,13.8515353447614,10.2610040931156,8.97077291370805,8.02280209012663,7.0047112274915,3.76215910467801
"9",12.5906685680091,16.9717426357114,12.5906685680091,13.5019866850671,12.4491375593255,8.84931530422544,9.98128072944964,6.23958950163797,12.9993028978444
"10",12.1660107858331,15.892594815651,12.1660107858331,12.9232405959363,11.9302958448222,8.95022897136288,6.64919148428074,9.19234677450731,-6.10083785238369
"11",13.8416857057704,17.4535691708922,13.8416857057704,12.6992055941673,10.2604263168891,7.00867579567606,9.70141993397813,6.34726790012792,2.60402148803004
"12",14.7544265710174,15.8548902220235,14.7544265710174,13.6851222371759,10.9843045014522,8.17108862386785,10.5955515140826,2.1943437308073,-1.31231894169188
"13",13.087870376123,18.2653836302974,13.087870376123,13.4029054616399,11.4630897292019,8.99597826226704,8.14776525028821,7.28960526175797,5.7089879406164
"14",14.7999311401983,18.0045362688377,14.7999311401983,13.4090845555608,10.5169545643297,9.01034887713299,8.11000936196052,2.13130938820541,-2.2132963646215
"15",15.490553000248,17.4628024905672,15.490553000248,12.8927497886996,13.832068317647,8.82178815229446,9.99244991935732,6.71434546820819,13.8867301792518
"16",12.9035980101024,15.5683050777046,12.9035980101024,13.1099337751456,11.6441003229369,9.31393263654539,9.72634821232017,8.68196347728372,-0.643673422544761
"17",13.4657793130311,16.8942838895323,13.4657793130311,13.6139035795684,10.7023017653664,10.2229640219651,9.61735384075715,1.69682710431516,0.55542495374775
"18",12.5787969726919,15.5654083586587,12.5787969726919,13.2163634364403,11.0100606724453,10.2743638022342,5.64156153677173,4.95422933483496,6.59767929192102
"19",12.7572616977357,15.8463312895767,12.7572616977357,12.6474826723181,10.9099038684002,9.30924444685222,9.9118397854489,6.35549779282883,5.68259539844945
