"x","pmf_x"
4,0.0294
17,0.0112
22,6e-04
32,0.0042
43,0.0192
55,0.0057
56,0.0074
72,0.0126
79,0.0037
114,0.0102
122,0.0049
138,0.0032
140,0.0073
143,0.0494
172,0.0168
173,0.0165
182,0.0126
183,0.001
189,5e-04
193,0.0038
205,0.0023
207,0.0033
236,0.002
263,4e-04
267,0.0597
279,0.0129
284,0.0057
285,0.0222
287,9e-04
302,0.0166
317,0.0114
319,0.009
332,0.0022
333,0.0489
337,0.0053
366,0.0248
367,0.0024
370,0.014
381,2e-04
395,0.0026
397,0.0032
402,0.0049
417,0
425,0.0323
427,0.0036
479,1e-04
482,0.0029
487,0.0047
514,0.0104
525,0.0066
548,0.0019
551,0.0058
558,0.0074
617,0.008
623,0.0123
629,0.0278
632,0.005
639,0.018
653,0.0311
661,0.0073
675,0.0138
689,4e-04
698,0.064
705,0.0263
709,0.0018
714,5e-04
716,0.003
723,0.0011
737,0.0091
746,0.0141
748,4e-04
752,0.0078
762,0.0302
764,0.0232
765,0.0038
768,0.0019
774,0.0044
775,0.0107
780,0.0184
803,0.0128
853,0.0014
870,0.0017
874,0.0277
877,5e-04
884,0.0035
889,0.001
893,0.0069
928,0.0063
934,0.0069
953,0.0075
959,0
964,0.0022
966,0.0205
969,2e-04
996,0.0057
