"x","pmf_x"
5,4e-04
6,0.0065
27,0.0083
28,0.0277
38,0.0597
54,0.0013
63,0.036
65,0.0136
84,0.001
94,1e-04
102,0.0063
104,0.0147
107,1e-04
110,7e-04
113,0.0129
114,0.0012
136,0
163,4e-04
168,0.0216
179,0.0063
181,0.001
182,0.0081
193,0
196,0.005
212,1e-04
218,0.0328
220,1e-04
223,0.0117
235,0.0279
247,0.0108
267,3e-04
270,0.011
287,0.0021
295,0.0028
319,2e-04
325,0.0029
337,0.0091
357,4e-04
367,0.0335
370,0.0204
371,6e-04
373,0.0257
394,0.0029
409,8e-04
424,1e-04
432,0
436,0.0098
439,5e-04
443,0.0072
461,0.0064
462,0.0032
471,0.0082
490,0.0187
494,0.0061
495,2e-04
499,0.0239
521,3e-04
530,4e-04
544,0.003
546,1e-04
547,0.0012
554,0.0033
559,0.0017
560,0.0258
561,0.0072
562,3e-04
568,0.0083
579,0.0167
591,0.0124
614,2e-04
624,1e-04
626,9e-04
629,0.0215
630,0.0032
664,0.0024
675,0.0203
683,0.0026
684,2e-04
686,0.0046
708,0.0208
709,0.0066
733,0.0011
735,0.0091
744,0.0338
748,0.0471
762,0.0017
768,0.0039
788,0.0014
791,0
793,6e-04
804,0.0064
850,0.0063
855,0.0049
859,9e-04
860,0.0199
877,0.003
881,0.0072
885,0.03
896,0
905,0.0304
907,0.0049
914,0.0071
921,0.0017
929,0.0027
954,0.0014
960,0.0285
965,0.0176
971,0.0022
975,0.0017
976,0.0027
984,0.0389
994,0.0055
996,0
