"amaflix","netazon"
59.02,52.31
60.89,49.53
56.35,56.4
58.21,53.77
53.04,61.05
56.44,56.35
54.39,59.37
51.94,63.14
51.55,63.58
54.32,59.59
52.22,62.49
49.03,67.32
54.28,59.47
59.43,52.22
58.75,52.92
53.84,60.1
53.68,59.98
54.14,59.51
45.27,72.67
57.05,55.4
52.25,62.52
55.49,57.64
58.24,53.63
55.57,57.38
54.24,59.59
51.87,63.55
50.76,64.62
54.92,58.41
51.06,64.26
51.6,63.53
52.76,61.57
53.17,61.18
55.2,58.35
52.27,62.58
53.06,61.25
55.98,57.06
56.71,55.81
53.06,61.22
59.67,51.45
63.92,44.95
59.78,51.5
52.35,62.38
57.36,54.92
57.23,54.91
48.48,68.16
53.96,60.09
53.4,60.78
53.16,60.91
62.34,47.66
60.18,51.07
55.12,58.2
57.1,55.32
56.33,56.47
64.66,43.98
52.14,62.42
53.72,60.3
58.23,53.55
58.99,52.79
58.62,53.41
57.16,55.14
53.86,60.26
56.75,55.67
53.42,60.78
60.7,49.95
58.45,53.56
52.93,61.56
61.21,49.26
54.06,59.78
50.47,65
60.55,50.12
52.97,61.98
50.65,64.94
54.3,59.36
54.69,58.95
57.84,54.33
56.58,56.28
62.55,47.18
57.62,54.78
53.71,60.25
52.75,61.71
46.05,71.87
53.21,60.74
55.18,57.88
59.23,52.26
50.64,64.73
50.34,65.44
54.29,59.44
58.78,52.56
61.34,49.19
64.2,44.92
58.63,53.13
52.42,62.36
49.62,66.12
49.01,67.39
58.18,53.67
55.21,58.21
57.31,55.02
61.2,49.4
58.44,53.5
52.02,63.19
52.81,61.83
57.27,54.98
54.42,59.32
52.04,62.6
60.44,50.62
53.66,60.29
56.16,56.61
61.81,48.32
54.1,59.95
57.54,54.79
57.45,54.53
54.85,58.36
58.87,52.61
58.26,53.18
61.87,48.51
52.46,62.36
51.65,63.22
59.71,51.68
56.01,56.6
59.25,52.24
60.28,50.41
60.11,51.18
56.27,56.67
54.66,58.83
54.45,59.36
59.75,51.45
57.81,54.15
50.77,64.66
54.88,58.65
59.84,51.53
57.44,54.78
49.36,66.83
53.31,61.42
58.5,53.73
55.56,57.44
49.74,66.18
46.43,71.23
56.76,55.72
56.73,56.12
51.52,63.61
59.15,52.25
60.86,49.61
53.18,61.08
54.11,59.88
54.24,59.49
59.17,52.11
49.65,65.77
51.86,62.82
54.49,59.26
49.4,66.61
53.04,61.14
55.81,57.1
57.8,54.32
47,70.5
54.93,58.43
55.25,58.01
56.23,56.47
50.7,64.82
55.02,58.42
53.9,59.91
57.41,54.76
55.94,57.03
54.02,60.23
57.74,54.42
49.31,66.91
50.44,65.23
55.2,57.95
57.97,54.2
45.69,72.04
56.86,55.75
53.5,61.28
54.45,59.3
44.93,73.09
50.64,64.7
61.98,48.24
60.88,49.34
62.13,47.56
62.48,47.15
52.4,62.03
50.82,64.71
52.76,61.93
61.69,48.73
62.46,47.32
51.84,63.26
57.69,54.31
56.33,56.63
56.16,56.81
53.08,61.47
57.71,54.5
48.5,68.14
48.63,67.8
58.56,52.93
55.14,58.31
53.31,60.98
54.68,59.15
54.81,58.69
55.45,57.74
54.17,59.9
58.18,53.85
55.98,56.91
55.4,58.14
58.06,54.13
50.76,64.91
57.36,55.09
51.47,64.16
54.35,59.24
56.8,56.01
58.15,53.49
59,52.37
52.91,61.53
51.18,64.19
55.59,57.43
51.82,63.19
61.94,48.29
50.76,64.72
50.7,64.86
57.14,55.5
49.84,66.37
57.62,54.39
55.56,57.43
59.77,51.19
50.28,65.47
50.71,64.72
52.29,62.41
50.79,64.39
55.63,57.59
61.62,48.77
51.64,63.37
56.64,55.97
53.68,60.31
49.77,66.08
58.65,52.97
51.6,63.8
54.31,59.32
54.72,58.72
57.14,55.28
55.37,57.83
51.09,64.09
57.46,54.79
54.17,59.62
51.71,63.27
54.03,59.7
52.08,62.6
52.53,62.23
52.85,61.55
53.39,60.77
48.87,67.2
52.52,62.23
57.62,54.59
57.73,54.56
52.96,61.18
54.4,59.28
57.01,55.15
58.3,53.49
50.06,65.73
59.37,51.99
55.79,57.28
56.06,57.24
52.53,62.21
56.52,56.11
