"x","pmf_x"
2,5e-04
30,0.0347
49,0.021
53,0.0025
61,0.0017
71,0.0249
78,0.0111
80,2e-04
92,0.0087
107,0.022
131,0.0015
143,0.0183
151,0
152,0.0107
166,0.0236
180,0.0316
190,0.0037
203,0.0029
205,0.0043
218,1e-04
226,0.033
254,0.0024
259,0.027
273,2e-04
276,0.0019
288,0.0023
292,0.0085
304,0.0048
305,0.0494
314,5e-04
316,0.0017
321,0.0087
326,0.0035
338,0.0069
340,0.0231
348,3e-04
353,0.0012
355,1e-04
358,0.0358
366,0.0066
367,0.0017
387,3e-04
397,0.004
403,0.0025
404,0.022
411,0.0054
433,0.0149
436,0.0341
509,0.0266
521,5e-04
529,0.005
532,0.009
582,0.0362
588,0.0296
598,0.0454
600,0
601,0.0013
602,0.0128
610,2e-04
636,0.0257
637,0.0066
655,0.0049
666,0.0102
677,0.0418
689,0.0292
700,0.0063
702,0.0069
706,9e-04
728,0.0205
731,0.0016
734,0.003
753,0.0475
770,0.0028
775,4e-04
786,1e-04
794,4e-04
795,0.0031
798,0.0039
801,2e-04
803,0.004
808,2e-04
817,0.0258
821,8e-04
825,0.0095
831,0.0087
841,0.0031
869,0.0062
885,0.0204
886,1e-04
919,0
936,0.0017
940,0
942,5e-04
949,5e-04
966,0.0016
979,0.0011
984,0.0064
