"amaflix","netazon"
74.79,68.31
73.77,69.88
77.18,73.77
76.68,74.55
73.19,77.42
70.23,89.97
76.11,78.88
73.55,60.18
76.79,74.11
78.12,86.23
72.42,55.97
68.9,77.95
69.65,71.21
80,72.74
74.55,87.86
72,102.09
70.69,90.11
75.21,83.75
77.73,59.03
77.06,71.1
73.21,83.7
69.15,87.78
70.42,73.72
74.17,64.33
77.4,79.44
71.67,81.68
79.55,80.91
61.97,86.25
70.92,79.62
65.58,68.16
73.88,87.42
76.1,83.12
72.27,79.32
69.79,74.51
77.14,80.23
72.51,80.6
69.66,68.5
67.21,81.75
75.97,75.48
74.57,76.13
73.92,80.33
78.85,71.34
77.51,64.03
72.31,78.39
76.48,83.59
66.18,71.57
71.45,70.44
71.33,77.2
73.81,88.29
73.69,80.36
75.9,80.48
75.83,74.85
72.31,82.03
74.19,73.32
73.41,81.15
70.7,89.59
75.9,85.56
73.06,82.13
72.84,87.64
67.78,80.89
83.31,94.47
69.15,84.98
76.91,77.36
67.09,72.02
70.37,60.17
67.63,71.85
69.56,73.27
79.84,64.18
74.92,78.04
68.13,75.92
75.03,92.64
73.5,87.28
70.78,58.69
72.52,71.9
80.97,67.89
69.03,87.11
65.88,85.77
71.77,77.17
67.59,54.49
75.27,73.57
70.08,76.35
72.47,92.34
80.11,69.33
70.25,64.63
73.95,69.84
70.18,60.43
76.28,70.08
77.31,73.69
75.1,60.07
76.24,85.22
76.09,78.16
71.36,71.97
72.84,75.55
75.96,82.38
75.24,89.91
72.63,79.48
71.6,67.57
67.75,66.81
79.21,70.19
74.44,76.59
68.18,76.07
70.52,71.85
71.26,72.46
73.93,52.2
70.36,69.87
76.19,71.26
71.6,83.55
64.53,66.52
77.97,72.21
73.47,92.83
72.7,84.55
75.47,71.17
71.08,69.69
69.56,83.34
72.46,89.22
68,72.14
64.89,76.48
66.69,83.98
78,84.08
71.05,81.61
72.28,78.37
64.25,68.02
71.77,79.16
73.58,79.46
80.67,85.85
69.01,77.87
74.45,65.18
66.63,84.11
75.09,64.57
71.64,84.97
77.78,84.15
68.53,72.19
74.16,64.18
76.74,93.18
69.11,67.58
74.36,75.3
75.13,77.73
72.85,57.63
72.15,77.59
75.05,69.64
67.22,60.53
64.61,72.78
70.2,65.77
72.39,70.06
73.93,63.37
70.52,72.37
71.62,76.74
77.33,74.45
73.23,64.55
68.91,87.88
66.6,75.32
71.58,91.92
73.6,67.36
75.73,76.04
72.57,71.45
72.35,86.9
80.89,74.08
71.09,86.14
71.94,72.26
77.4,82.38
74.7,70.53
78.22,61.96
69.38,72.2
71.99,83.57
75.3,73.11
70.25,75.31
73.48,74.99
73.94,68.94
69.96,74.42
75.88,66.72
69.85,75.69
72.27,75.93
71.64,72.89
71.92,76.91
68.58,74.66
71.34,79.5
71.88,90.99
71.88,92.24
84.53,69.88
72.05,81.78
76.41,79.89
78.13,81.41
72.73,76.1
76.05,76.97
69.26,86.43
72.32,76.7
71.37,78.69
73.11,79.69
68.36,83.11
70.09,78.25
73.9,76.47
65.35,74.42
71.66,89.33
74.41,79.98
71.09,69.69
74.74,69.13
76.54,73.83
70.62,72.23
78.22,73.43
72.37,72.97
70.12,67.9
70.14,85.91
66.91,75.73
70.75,79.83
73.03,73.31
71.05,58.74
68.07,75.37
66.39,81.75
73.45,83.5
72.63,71.67
69.23,81.95
73.51,74.21
80.65,62.23
65.78,77.17
82.87,75.52
69.85,83.36
74.09,93.95
79.73,77.07
71.54,70.25
74.74,69.8
75.34,84.92
67.28,77.48
69.52,81.88
66.98,83.32
80.35,83.55
72.2,82.4
78.93,83.89
71.99,87.86
73.81,72.07
75.17,84.77
70.08,78.47
71.15,65.01
77.82,72.52
68.74,81.58
70.35,63.99
75.53,77.23
73.17,73.65
71.95,84.44
74.17,68.72
73.72,75.86
77.54,67.43
73.05,74.73
79.4,87.16
72.13,65.69
72.01,61.72
79.51,88.1
73.62,86.76
73.17,72.64
69.35,77.24
73.99,71.68
68.49,81.52
74.89,77.89
72.66,76.8
79.84,86.81
70.57,66.9
64.24,71.3
72.58,73.08
66.36,77.64
75.89,75.42
73.73,83.18
