"x","pmf_x"
7,0.0113
8,0.0032
10,0.0181
19,0.0021
38,0.0045
39,0.0368
58,0.0032
68,0.0243
70,8e-04
73,0.0164
80,0.014
83,4e-04
88,0.0286
129,0.0035
153,9e-04
165,0.01
181,0
182,3e-04
184,0.0105
193,0.0138
196,0.0246
198,5e-04
204,0.0131
220,0.0019
223,0.001
225,0.0054
253,0.0028
266,0.0028
271,0.0237
282,0.0042
299,0.0037
309,0
334,0.0036
336,0.0025
348,0.0258
372,1e-04
375,2e-04
376,1e-04
388,7e-04
423,0.0061
431,0.0105
436,0.0397
447,0.0011
462,7e-04
471,5e-04
472,0.0251
475,0.0659
500,0.0071
508,0.0031
513,2e-04
523,4e-04
539,0.037
555,0.0014
558,0.0022
562,0.001
585,0.0149
599,0.0028
603,0.0058
619,3e-04
636,8e-04
642,7e-04
646,4e-04
650,0.0469
656,0.024
658,0.0012
661,0.0022
672,0.0014
674,0
683,0.0021
686,0.0102
687,8e-04
696,0.0259
713,0.0012
716,0.0231
720,0.004
726,0.0037
746,0.0105
749,0.0058
752,0.0077
754,1e-04
756,0.0093
766,0.0108
769,0.0074
778,9e-04
788,0.0191
791,7e-04
793,0.0061
795,9e-04
799,0.0115
800,0.0423
817,0.0038
820,0.014
822,8e-04
823,0.0107
845,0
846,0.0031
856,0.0092
857,0.0172
866,0.0107
867,0.0076
873,0.0053
878,0.0059
891,0.0146
895,0.0017
903,0.0063
915,0.0153
917,0.0041
921,0.0262
929,0.011
965,0
995,6e-04
998,0.005
