"x","pmf_x"
8,0.0018
13,0.0056
15,0.0034
16,7e-04
17,0.0264
18,1e-04
25,0.0102
28,0.0421
32,3e-04
40,0.0116
48,0.0163
51,0.001
56,0.0028
57,0.0057
61,0
64,0.001
77,0.0034
78,0.0084
85,0.0133
94,0.0093
95,0.0019
97,0.0012
101,0.0875
106,0.0132
115,2e-04
124,0.002
125,1e-04
135,0.0107
141,0.0079
154,8e-04
156,0.0021
158,0.008
166,0.0084
191,0
249,0.0099
255,1e-04
263,0.0034
275,0.0012
296,0.0222
307,0.0121
313,0.0098
329,0.0118
368,0.0094
379,0.0054
380,0.011
387,0.0209
388,6e-04
413,0.0135
421,0.0033
433,0.0016
435,0.0075
466,0.0077
475,0.0567
512,0.0346
537,0.0012
550,0.0176
553,0.0012
554,0.0193
568,0.0049
579,0.0024
590,0.0011
591,4e-04
608,0.0128
613,0.0083
619,0.0049
634,0.0076
635,0.0134
637,0.0091
670,0.0027
700,0.0139
707,0.0184
708,0.023
710,3e-04
731,0.0045
734,0.0234
747,0.0068
754,2e-04
761,0.0038
769,0.0156
776,0.0255
789,0.0099
798,1e-04
799,0.0228
864,0.0104
865,0.0134
878,0.0155
883,7e-04
905,0.0441
914,0.0115
924,0.0255
937,0.0306
974,0
975,0.0033
984,0.0097
991,0.0094
1000,7e-04
