"x","pmf_x"
47,1e-04
51,0.001
70,0.0016
72,8e-04
75,0
78,0.0029
80,1e-04
102,0.0135
120,0.0075
154,4e-04
180,0.0072
183,0.0093
187,9e-04
191,0.0193
194,0.009
199,0.0019
215,0.0083
238,0.0253
256,1e-04
258,0.0314
278,0.0035
292,0.0372
293,0.0067
308,0.0026
309,3e-04
311,0.0611
313,0.0235
318,0.0236
330,7e-04
359,0.0172
361,0
377,9e-04
387,0
401,0.001
408,0.0106
409,9e-04
423,0
426,0.0489
428,0.0091
432,0.0017
440,0.0088
464,0.0026
476,0.0034
505,0.0046
518,0.0268
528,0.038
537,2e-04
545,0.0052
554,0.0065
557,0.001
567,0.0112
569,0.0251
571,0.0017
580,0.0094
581,0.0162
596,0.0286
602,0.0012
616,0.0187
630,0.0014
635,3e-04
642,6e-04
671,0.004
675,0.0015
678,0.0177
694,0.0045
701,0.0325
704,1e-04
708,0
726,0.0048
749,0.0071
757,0.0021
780,0.0097
808,0.0237
811,0.0135
816,0.0022
828,0.0012
834,0.0181
841,0.003
844,0.0033
851,0.0042
855,2e-04
868,0.0038
875,0.0072
877,0.0238
878,0
879,0.0217
894,0.0041
896,6e-04
897,0
899,0.0577
917,0.0136
918,0.0357
931,3e-04
946,6e-04
964,0.0759
988,0
