"x","pmf_x"
38,0.0063
52,0.0039
78,3e-04
105,2e-04
107,0.0053
116,0.024
130,0.0129
144,0
150,0.023
159,0.0107
168,0.0164
175,2e-04
208,0.0063
261,0
272,0.0076
276,0.0107
282,0.0013
284,0.0012
286,5e-04
287,0.0021
292,0.0148
294,1e-04
297,0.0034
324,0.0038
330,7e-04
340,0.0033
352,0.0236
370,0.0482
371,0.0152
400,0.0121
405,0.014
426,0
428,0.0039
442,0.0177
448,0.014
452,0.0116
455,0.0062
459,0.0441
468,0.0162
481,0.0161
486,0.0096
502,0.0074
510,0.0029
516,0.009
522,0.0018
524,0.0119
530,0.0052
532,0.0263
540,0.0029
549,0.0137
551,8e-04
559,0.0041
579,0.0584
580,0.0057
588,8e-04
590,0
601,0.0072
623,4e-04
625,0.0082
631,0.0309
633,0.0093
636,0.0066
637,0.1048
640,0.0046
691,4e-04
697,3e-04
709,0.017
710,0.0016
719,0.0011
724,0.004
737,0.0073
751,0.0186
752,0.0112
768,4e-04
777,0.014
778,0
794,0.0082
795,0.0085
805,0.0047
827,0.0254
829,0.0118
857,0.0015
859,0.0206
866,7e-04
876,0.0029
881,0.0036
895,0.0034
906,0.0024
923,0.0076
933,1e-04
936,0.0012
938,3e-04
948,6e-04
952,5e-04
954,0.0355
958,0.0139
959,0.0027
965,0.0266
985,4e-04
1000,0.0066
