"x","pmf_x"
26,2e-04
27,0.0166
36,1e-04
40,0.002
50,0.0057
53,0.0028
88,9e-04
92,8e-04
99,0.0143
109,0.0142
110,8e-04
111,3e-04
133,0.0911
160,0.0368
161,0.0011
179,1e-04
185,0.0123
187,3e-04
203,0.0044
223,0.0063
237,0.0053
239,0.0132
261,0.0013
268,8e-04
270,0.0016
272,0.0047
308,0.0023
314,0.0273
331,7e-04
342,0.0056
349,2e-04
366,0.0056
377,0.0144
391,0.0019
398,0
406,0.019
415,0.0574
418,0.0069
448,0.0017
469,0.0098
470,0.0067
489,0
509,0.0171
520,0.0014
539,0.0155
549,0.0306
558,0.001
561,0.0082
566,0.0125
572,9e-04
578,0.0324
581,8e-04
621,0.0074
628,0.0039
641,0.0117
642,0.045
654,0.0047
666,0.0115
672,0.0018
674,0.0109
688,0.0269
696,0.0035
699,0.0463
703,0.0134
704,0.0044
720,0.0094
721,3e-04
730,0.0029
746,0.0193
751,0.0029
761,0.0036
775,0.022
789,0.0226
797,0.0132
808,3e-04
811,0.0054
812,0.0081
820,0.0048
833,0.0091
840,0
850,0.004
854,0.002
860,0.0044
862,0
880,0.0217
882,0.0251
883,0.0012
886,0.0049
889,0.0011
890,4e-04
904,0.0167
907,0.0229
921,0.0188
930,0.0014
943,0.0195
947,0.0059
966,0.0039
972,0.003
975,5e-04
983,9e-04
996,0.0019
998,0.0066
