"amaflix","netazon"
60.04,49.67
52.84,44.06
56.73,47.31
58.49,48.27
58.15,48.26
61.15,50.05
55.21,46.03
59.58,48.96
57.61,47.64
59.04,48.73
58.35,48.03
61.5,50.89
55.95,46.4
60.13,49.69
54.9,45.7
55.36,45.83
57.92,47.64
61,49.98
58.37,48.1
60.31,49.73
57.99,48.15
58.34,48.15
56.97,46.96
53.82,44.58
55.05,45.68
58.99,48.5
60.11,49.26
63.76,52.22
59.3,49.2
61.19,49.85
63.23,52.35
57.4,47.7
58.87,48.71
58.15,47.99
63.26,52.27
61.73,50.76
57.66,48.04
62.62,51.43
61.14,50.65
63.44,51.63
63.75,52.18
59.7,49.25
60.68,50.07
61.32,50.35
55.83,46.5
57.23,47.34
56.12,46.44
60.29,49.76
60.5,50.06
60.31,49.33
60.53,49.7
54.14,45.23
56.17,46.55
58.17,47.96
53.95,45.07
58.02,48.31
61.34,49.64
57.33,47.12
60.32,49.88
58.73,48.57
55.94,46.74
59.75,48.7
56.43,46.82
58.02,47.77
56.37,45.92
58.8,48.31
60.36,49.98
53.59,44.42
58.03,47.68
58.33,47.98
60.02,49.31
58.42,48.18
56.16,46.2
54.64,45.69
57.39,47.55
60.38,49.32
59.84,49.49
60.57,49.46
60.24,50.1
59.04,48.57
54.88,45.37
56.87,47.41
60.29,49.72
60.68,49.73
58.88,48.15
50.7,42.44
54.35,45.08
61.27,50.42
57.85,47.94
57.29,47.54
63.32,51.48
64.09,52.06
56.24,46.51
58.06,48.1
58.06,47.49
62.51,51.68
61.96,50.71
57.41,47.18
56.78,47.11
56.93,46.86
55.27,45.88
58.7,48.78
61.25,50
63.1,51.48
57.58,48.01
54.57,44.85
56.93,47.38
60.15,49.12
59.76,49.14
62.19,51.35
56.32,45.79
59.99,49.47
58.1,48.03
55.81,46.48
53.98,44.55
53.98,44.91
55.28,45.98
59.56,49.34
58.88,48.13
56.06,46.58
61.12,50.39
57.33,47.32
57.04,47.26
56.43,46.44
49.53,42.08
57.9,48.24
55.53,46.11
58.27,47.94
54.95,45.7
57.97,47.95
62.22,51.4
58.93,49.05
57.02,47.11
55.22,46.1
55.98,46.45
60.95,50.25
57.09,47.72
60.07,49.74
55.18,45.74
62.96,51.87
62.12,50.81
59.38,48.71
58.91,48.28
53.48,44.79
59.99,49.74
58.22,48.06
58.99,48.35
61.98,50.35
58.17,47.48
56.89,46.83
57.04,47.2
56.57,47.35
58.44,48.48
62.75,51.44
61.21,50.12
56.57,46.4
56.45,46.54
59.33,48.94
58.66,48.66
60.18,49.44
59.9,49.42
61.2,50.41
58.88,48.85
56.81,47.5
54.01,45.17
61.26,50.5
60.05,49.54
62.49,51.25
53.3,44.15
54.19,44.72
57.73,48.01
57.06,46.95
60.1,49.33
58.18,48.09
57.05,47.04
57.51,47.52
55.67,46.1
61.68,50.5
57.91,47.75
60.28,49.8
59.77,49
54.45,45.66
61.31,50.12
63.37,52.32
57.77,47.68
61.25,50.03
57.78,48.31
57.11,46.93
55.69,46.07
55.04,45.79
60.66,49.99
58.65,48.22
59.69,49.6
54.65,45.54
56.51,46.53
60.46,49.38
59.31,48.92
57.72,47.64
54.04,44.72
56.37,46.7
58.99,48.43
59.23,48.81
59.41,48.74
59.33,49.04
59.87,49.23
55.7,46.44
61.48,51.12
56.79,47.43
54.09,44.73
59.62,49.07
57.61,47.19
54.42,45.35
61.23,50.29
63.86,52.04
54.91,45.28
61.78,50.93
58.78,48.79
55.74,46.14
62.36,51.49
54.22,44.87
58.16,47.88
63.55,51.73
52.73,43.65
57.46,47.54
60.36,49.45
58.16,47.82
59.45,48.48
56.28,46.36
56.76,46.5
58.09,47.71
59.55,49.12
62.07,50.92
56.77,47.09
62.96,51.85
54.03,45.18
59.31,48.61
59.53,49
56.52,46.81
59.94,49.2
61.12,50.23
57.12,47.22
58.45,48.36
59.22,48.59
58.66,48.36
58.89,48.09
56.5,46.91
60.06,49.5
58.72,48.95
56.05,46.21
58.7,48.43
58.04,47.99
55.3,46.27
58.17,47.96
60.32,49.57
60.04,49.2
60.26,49.58
57.27,47.84
58.52,48.22
60.3,49.28
58.46,48.16
61.7,50.24
53.85,44.8
59.57,49.47
