"amaflix","netazon"
75.17,19.81
89.53,21.89
82.05,20.93
75.26,19.68
82.98,21.39
84.47,20.7
83.51,22.04
78.3,20.52
89.04,23.79
82.41,19.83
76.43,19.37
67.02,16.77
86.75,21.59
79.84,20.6
80.01,21.46
85.68,21.36
84.96,20.76
83.61,21.01
85.53,21.96
84.72,21.53
80.54,21.34
68.35,17.88
83.77,20.25
79.77,20.97
79.18,19.63
71.41,19.05
77.28,20.19
82.57,21.2
88.13,23.14
79.5,20.23
82.39,20.17
79.79,20.44
71.97,18.66
77.65,20.34
77.77,20.96
79.75,19.33
86.6,21.68
84.61,21.44
79.13,20.6
78.61,19.75
84.22,21.55
83.39,21.37
76.03,19.63
75.92,19.54
82.26,21.78
84.64,21.8
79.44,21.49
85.31,21.38
82.46,20.22
76.49,19.49
82.12,20.94
73.43,18.96
88.57,21.97
91.8,21.95
77.93,19.55
73.93,18.56
83.47,21.35
79.31,20.51
94.29,24.3
79.87,20.23
84.18,21.87
80.27,20.22
75.71,18.67
81.22,20.96
69.44,17.97
88.76,21.76
81.01,20.21
92.94,23.76
82.91,21.98
75.91,20.2
83.71,21.05
74.58,18.56
72.7,19.08
81.83,21.48
77.48,20.43
80.11,20.66
80.54,20.69
76.62,19.26
76.74,20.04
79.3,20.34
87.06,21.94
71.1,18.5
83.61,20.51
82.07,20.53
86.38,22.22
78.31,20.13
82.29,20.93
81.68,20.69
76.9,20.64
87.24,21.95
86.96,22.03
84.24,21.41
89.48,21.83
83.4,21.11
72.56,19.68
76.72,20.05
72.87,18.13
77.31,19.94
76.44,20.05
80.35,20.48
74.72,19.83
81.04,20.56
76.24,19.06
90.55,23.05
84.34,21.5
85.48,21.9
82.37,21.55
90.04,22.63
76.35,18.74
77.38,19.98
88.57,21.24
77.1,19.54
78.88,20.78
77.78,18.98
78.21,20.15
78.45,19.77
83.02,20.89
79.06,20.83
77.11,20.13
88.04,22.87
78.84,19.54
79.04,19.74
79.51,19.9
84.31,21.26
79.67,19.79
79.88,19.94
76.08,19.07
78.19,20.44
80.46,20.87
76.62,20.3
83.24,22.69
71.13,18.52
81.91,21.25
71.03,20.54
78.33,20.44
76.98,19.79
76.25,19.11
79.77,20.08
68.79,17.15
87.06,20.97
70.27,18.21
77.36,20.1
73.51,19.14
75.67,19.33
92.44,21.93
80.21,20.88
72.5,19.18
70.41,19.43
82.76,19.92
79.99,20.28
78.22,21.12
74.61,19.41
71.32,19.48
73.75,19.51
86.01,21.77
76.43,20.26
71.92,17.73
91.15,22.54
82.62,21.35
78.69,20.97
86.36,22.21
85.34,21.66
76.45,20.39
93.14,23.16
78.6,19.51
71.69,18.73
79.25,20.2
81.33,20.94
93.74,23.05
80.73,20.99
82.8,22.25
79.65,19.32
78.13,20.41
79.9,20
84.76,21.06
92.36,21.92
86.17,21.57
87.24,22.14
72.83,18.13
85.92,22.81
81.4,20.29
71.43,17.34
83.18,21.04
79.17,21.67
88.76,23.19
75.58,20.3
77.56,20.42
74.63,19.62
79.06,20
82.48,20.07
75.78,18.27
85.01,20.78
72.97,17.95
73.91,18.62
88.62,22.65
74.1,18.72
82.54,20.06
77.85,19.43
82.52,19.95
90.08,23
89.48,21.51
78.15,19.98
66.6,18.04
94.86,24.22
84.04,22.4
83.3,20.09
80.02,21
83.12,20.76
79.13,20.17
82.59,21.84
77.74,19.63
72.01,19.21
85.94,21.62
89.08,22.03
78.28,20.93
72.7,18.82
83.9,21.13
79.84,20.83
69.86,18.91
80.12,19.93
76.38,20.38
78.09,19.68
73.27,18.54
90.76,21.28
78.15,19.98
70.62,18.71
81.27,20.29
81.66,21.53
74.28,19.64
63.04,17.02
76.32,20.76
83.47,20.28
79.75,20.57
79.52,20.85
83.42,20.57
73.09,18.88
86.58,21.77
80.07,20.2
84.28,21.37
86.21,21.64
81.42,20.25
74.91,19.85
86.97,21.54
68.29,17.67
76.88,20.09
78.59,21.16
79.12,19.23
86.13,21.83
80.91,20.87
82.51,20.98
79.69,21.9
78.64,20.91
