"amaflix","netazon"
50.07,96.94
63.13,80.25
51.43,67.59
49.39,79.36
64.24,32.87
81.42,35.53
89.98,63.11
64.97,108.01
83.88,90.82
67.48,42.21
73.61,85.42
87.37,110.26
70.42,86.77
79.62,74.44
44.82,47.68
79.17,53.45
88.55,66.57
62.03,71.57
98.97,80.81
83.52,74.45
86.13,113.39
40.1,78.64
74.56,111.9
80.26,46.16
86.76,73.37
69.24,97.89
94.39,109.1
88.34,45.69
67.69,76.59
82.74,101.09
101.7,99.79
45.22,54.13
78.82,102.06
63.14,66.55
80.68,62.76
48.85,64.7
90.92,34.22
57.05,90.29
61.33,77.02
91.04,56.71
69.04,70.69
90.09,60.87
63.28,77.77
89.03,102.93
59.97,71.55
94.99,36.32
63.52,57.57
92.3,92.61
69.12,96.96
91.65,80.73
95.98,51.39
91.36,72.92
64.88,69.27
91.09,86.67
77.94,81.96
64,69.58
45.99,65.92
73.87,97.15
69.96,124.44
65.44,58.48
54.38,103.02
87.25,36.24
94.41,55.28
69.18,56.18
71.68,44.74
47.31,132.11
58.83,51.33
89.33,55.52
74.99,71.1
87.02,38.98
76.37,73.88
51.47,58.05
93.22,42.97
68.23,66.21
78.22,62.64
72.68,63.62
79.62,93.42
83.02,81.04
55.43,108.82
63.33,67.65
66.52,65.12
65.1,115.02
105.35,62.13
63.59,99.77
93.4,45.64
40.64,54.86
63.82,69.16
82.83,104.88
68.67,82.41
80.34,93.94
54.37,85.38
61.44,81.24
59.89,77.57
50.79,64.26
69.12,66.93
50.82,72.85
55.57,91.1
65.94,89.89
81.92,58
64.5,68.29
63.16,88.86
62.19,66.92
42.34,132.35
48.89,58.92
101.49,78.13
76.29,59.09
81.51,54.14
76.82,61.02
71.67,59
58.64,86
75.71,67.88
77.86,88.25
81.14,66.99
67.18,64.33
99.77,77.64
46.09,31.51
86.96,90.11
84.75,63.1
88.46,84.57
68.08,34.1
71.76,92.99
95.39,77.32
74.18,116.08
80.17,89.12
36.44,78.65
54.56,48.58
58.81,92.33
92.2,68.24
88.08,81.33
73.79,53.83
85.7,82.72
76.68,77.12
92.96,52.78
80.44,41.35
72.71,78.34
85.51,85.33
77.79,69.8
80.58,82.8
67.69,47.92
69.99,48.78
65.95,89.96
83.86,83.18
63.03,67.44
84.52,53.18
57.69,130.07
78.24,61.02
88.76,76.7
89.49,76.7
86.11,90.98
72.24,41.72
71.97,65.75
73.38,120.79
63.5,52.95
54.72,73.18
48.51,45.45
36.87,48.84
33.74,81.89
71.16,83.35
62.44,58.83
62.47,48.39
74.71,62.37
67.27,76.44
97.71,102.18
73.51,85.44
49.8,76.64
106.2,90.58
54.62,82.75
64.35,47.11
25.64,76.21
75.66,68.84
71.49,95.99
55.04,91.04
72.95,56.04
72.48,88.09
68.76,78.22
59.23,54.86
48.87,110.74
39.17,86.72
68.89,69.48
58.46,55.23
53.92,86.24
68.37,54.19
73.47,77.53
70.58,73.1
78.37,46.44
70.71,81.31
111.52,61.85
74.61,77.42
62.83,53.08
47.68,69.65
56.88,93.46
70.32,93.62
75.94,114.47
47.65,72.28
70.76,58.29
89.6,55.58
111.65,84.7
41.64,45.23
77.88,109.17
70.06,87.28
63.46,59.79
77.1,53.65
72.16,89.35
71.76,107.52
42.92,120.86
84.37,65.16
101.36,43.91
70.42,76.65
51.87,72.83
89.96,65.93
72.05,100.48
66.6,73.59
70.8,95.44
70.35,63.75
79.38,75.66
66.6,66.51
74.09,77.01
87.51,63.89
50.61,96.24
81.28,56.34
58.7,40.7
62.69,56.56
38.83,18.97
103.66,83.52
69.75,89.2
37.98,92.71
56.98,38.52
81.84,92.01
93.54,65.93
63.48,70.43
82.17,72.11
80.65,72.01
77.67,64.07
57.67,65.22
78.66,44.87
53.91,80.85
73.12,92.81
67.08,86.69
51.81,58.14
73.08,35.75
73.51,51.37
44.28,111.47
72.67,88.89
74.27,85.04
82.34,117.31
74.82,45.62
67.89,65.42
51.24,103.93
70.96,79.37
81.22,81.62
61.11,38.67
79.14,69.16
53.41,70.53
68.7,56.84
84.16,61.14
99.01,61.07
58.07,94.55
66.59,75.16
94.33,35.54
71.2,67.3
66.74,33.81
76.9,24.46
