"amaflix","netazon"
85.83,111.29
75.85,98.12
74.35,96.44
74.9,97.27
80.57,105.43
86.42,111.88
81.62,106.42
82.71,106.09
85.81,111.34
84.03,108.09
76.86,100.33
81.24,104.9
86.57,113.19
87.03,112.51
80.8,104.49
68.1,90.14
80.68,104.78
80.51,103.79
77.99,101.44
87.49,112.34
86.55,112.48
83.2,107.31
83.46,108.37
85.39,110.44
74.87,96.74
83.93,108.56
76.64,100.43
62.71,82.17
75.75,98.67
78.83,101.56
88.23,114.47
71.36,94.79
87.64,114.47
67.3,86.88
81.15,105.39
80.14,103.28
83.84,108.47
81.84,107.19
85.63,110.96
98.97,127.14
80.07,102.94
83.76,107.78
72.12,94.48
75.1,97.45
87.26,112.51
88.77,115.33
84.57,107.88
74.62,96.4
80.09,103.09
77.33,100.44
74.99,98.88
77.11,100.37
86.42,112.57
83.25,109.38
85.87,110.68
82.85,107.9
94.03,121.4
80.28,104.08
80.02,103.25
82.83,108.01
87.5,113
86.16,111.94
75.9,98.7
72.6,94.68
91.38,117.8
85.08,109.7
82.15,106.06
78.17,101.84
77.25,100.65
74.61,96.87
77.03,100.61
90.91,117.63
74.62,97.52
80.25,105.19
88.98,115.33
77.16,99.15
76.52,99.27
86,110.14
81.35,105.87
95.77,124.35
80.11,104.09
73.87,96.27
61.58,80.9
90.22,116.91
75.38,98.85
79.3,102.53
78.09,102.26
79.8,102.85
81.36,105.88
92.58,119.5
80.73,105.06
86.34,111.85
84.63,109.69
87,113.2
81.73,106.2
78.09,101.16
82.85,106.56
81.48,106.28
85.86,111.83
77.08,100.6
73.36,95.53
79.1,102.48
74.85,96.79
78.28,102.57
79.34,103.32
82.72,107.33
76.37,98.83
76.7,99.86
75.98,98.96
73.26,95.77
69.07,90.19
84.91,109.47
86.73,112.71
74.87,97.44
90.95,116.2
85.15,111.14
74.13,97.54
83.96,109.29
79.1,103.19
91.6,117.93
87.09,113.46
74.52,96.17
89.25,115.57
75.31,97.06
82.03,106.39
74.03,95.78
92.11,120.44
78.62,101.06
77.9,101.97
76.55,98.47
96.77,124.8
83.15,107.55
86.61,111.81
79.72,103.98
81.45,105.99
76.7,99.94
70.43,92.1
95.93,124.64
70.9,92.43
80.42,104.95
73.79,95.77
78.5,101.51
83.23,107.59
76.73,100.84
80.43,104.15
86.92,112.31
79.36,104.22
86.25,110.88
81.89,106.37
85.22,109.62
80.09,103.99
75.3,98.31
81.9,107.65
77.07,99.08
80.82,105.56
92.48,119.76
65.74,85.25
60.97,80.24
92.28,119.41
75.03,97.09
90.37,116.5
72.66,93.88
87.15,113.04
84.64,110.04
95.92,123.36
77.27,101.01
75.15,96.58
89.91,116.92
94.8,123.22
72.61,94.67
72.72,94.64
80.31,103.93
85.97,110.92
87.85,114.58
77.87,100.86
75.11,97.22
79.8,102.97
76.33,100.07
87.83,114.53
87.56,113.06
85.18,110.73
79.2,103.76
90.1,116.04
92.72,119.26
94.39,122.64
93.4,120.55
74.45,96.49
93.3,119.16
81.61,105.57
88.83,115.19
74.94,98.1
95.17,122.26
80.41,104.58
82.94,106.78
73.62,95.38
73.38,95.5
86.18,110.76
80.44,104.78
88.18,115.25
90.09,116.44
85.11,110.23
80.09,104.05
82.88,107.8
89.39,115.75
77.38,101.09
74.26,96.74
95.5,122.53
78.96,101.95
81.88,106.99
90.71,116.83
99.07,127.81
74.87,97.78
84.05,110.22
71.99,94.55
79.75,102.47
78.96,101.42
92.32,117.54
88.91,113.99
82.1,106.33
79.91,104.23
82.1,105.73
81.24,105.02
73.49,95.78
91.26,118.42
78.43,101.83
67.79,88.5
78.19,102.29
81.86,105.84
88.21,114.78
80.88,104.75
79.82,104.45
86.75,112.57
85.66,110.74
93.24,121.34
85.82,110.6
74.27,96.24
74.94,97.91
73.97,96.91
94.43,121.92
79.68,103.74
83.68,108.74
71.53,93.17
89.64,115.2
83.61,107.98
89.72,117.25
87.02,111.59
69.64,90.77
75.63,97.43
94.56,121.67
78.61,104.14
82.24,105.49
88.55,114.59
64.37,84.18
78.84,102.6
81.88,107.2
