"x","pmf_x"
15,3e-04
25,7e-04
42,0.0037
43,0.0113
60,0.0382
87,0.0208
92,0.0101
96,8e-04
100,1e-04
105,1e-04
106,0.02
107,0.0184
117,0.0012
126,0.003
127,0.0013
132,9e-04
148,0.031
150,0
159,4e-04
186,0.0318
199,1e-04
201,0.0074
203,2e-04
209,0.02
219,0.0013
232,0.0107
234,0.0166
253,0.0381
265,0.0213
291,0
296,0.0549
309,0.0083
311,0.0186
327,2e-04
340,0.0368
341,0.0121
378,0.0016
385,0.002
411,0.0134
416,0.0292
442,4e-04
447,0.0159
451,0.0059
457,0.0024
465,0.0071
468,0.0201
471,0.0171
473,1e-04
474,0.0202
478,1e-04
482,0.0018
497,4e-04
500,0.0108
502,0.0066
509,0.0011
528,0
539,0.0126
551,0.0103
575,0.016
581,0.01
627,0.0707
629,0.0491
633,0.0045
637,0.0015
641,0.0124
651,6e-04
660,0.0026
685,2e-04
697,0.0077
698,0.0114
702,0.0054
720,0.0102
733,0.0011
741,0.0024
742,0.0124
753,0.0102
759,0.0081
778,0.0045
780,5e-04
792,0.0022
812,0.0149
825,0
843,0.0046
844,0.0048
872,0
876,0.0011
883,0.0659
903,0.0064
916,0.0119
926,2e-04
929,0.0163
931,0.0031
954,0.0036
968,0.0016
971,0.0019
988,2e-04
