"x","pmf_x"
19,0.0014
43,0.0083
56,0.0162
77,0.0147
83,3e-04
90,0.0106
91,3e-04
92,1e-04
94,0.0046
95,3e-04
101,0.0036
103,0.0027
152,8e-04
153,0.0836
160,0.0194
197,0.022
198,0.0055
206,0.0093
209,0.0038
232,0.0142
234,0.0252
261,0.0213
262,0.0045
270,0.0082
274,0.0035
283,5e-04
289,0.0079
299,0.0197
304,0.008
313,0.0013
320,0.0112
324,0.0182
333,3e-04
344,0.0021
359,0.0077
363,0.0045
365,0.0019
369,0.0349
371,0.001
391,0.0208
392,0.0209
394,0.0103
410,0.0449
418,0.0011
420,0.0233
424,0.0042
439,8e-04
468,0.0084
472,0.016
484,0.0012
491,5e-04
495,6e-04
497,0.0115
517,4e-04
534,0.0064
540,0.0013
543,0.0263
552,0.0082
554,0.0064
563,0.0051
566,0
574,6e-04
580,0
581,0.0016
590,0.0031
592,0.0032
601,0.0114
602,0.0088
617,0.0058
629,0.0333
642,0.0054
644,9e-04
658,0.0208
661,0.0029
667,0.0078
671,0.0026
693,0.0025
695,7e-04
721,9e-04
722,0.0039
744,5e-04
745,3e-04
747,6e-04
756,0.0101
760,0.0015
770,1e-04
771,5e-04
777,3e-04
785,9e-04
790,4e-04
794,0.0125
798,1e-04
799,0.0093
800,2e-04
805,0.0185
821,8e-04
826,1e-04
848,0.0053
855,0.0166
862,3e-04
865,0.0035
873,0.0105
879,0.0107
884,0.0034
885,0.0233
891,0.0075
897,4e-04
899,2e-04
906,0.0248
917,1e-04
922,0.001
924,0.0174
938,3e-04
942,0.0347
944,0
961,0.0042
966,0.0309
971,5e-04
974,0.0072
996,0.0021
