"x","pmf_x"
33,0
37,0.0374
57,0.0144
63,0.001
65,0.0019
66,0.004
70,7e-04
80,0.0337
89,0.0072
90,3e-04
97,0.0098
104,0.0022
109,0.0087
129,0.0014
142,0.0881
144,0.0276
150,0.0226
164,0.005
166,0.0113
183,0.0117
186,0.0115
190,0.0271
198,0.0016
200,3e-04
203,0.003
211,0.0168
214,0.0093
218,3e-04
235,0.0051
239,0.0086
251,0.0051
259,0
265,0.0125
274,0.0052
281,0.0077
293,8e-04
296,0.0063
298,0.0577
340,0.0031
344,6e-04
357,0.0127
375,0.0015
389,8e-04
390,0
402,0.0153
409,0.0086
427,0.0264
434,0.0125
442,0.0075
454,0.0259
455,0.0041
469,0.0045
475,1e-04
480,0.0085
490,0.0068
497,0.0074
501,3e-04
513,7e-04
518,0.0268
531,9e-04
541,0.0043
552,0.0232
570,0.0044
584,4e-04
635,0.0518
641,0.0066
644,0.0121
673,0.002
678,2e-04
682,0.0363
683,0.0102
684,0.0012
692,0.0062
722,1e-04
747,4e-04
758,0.001
761,0.0153
769,0.0188
775,3e-04
786,0.0012
798,0.0275
823,0.0038
830,0.0409
837,0
845,0.0062
849,0.0142
850,9e-04
855,0.0101
871,0.0047
883,0.0099
893,0.0012
920,0.0171
926,0.0051
954,0.0193
964,2e-04
